name,source,complexid,saftype,pri_add,modified,faci_dom,facility_t,b7_sc,placeid,bin,sos,segmentid,borough,created,latitude,longitude,nad83_x,nad83_y,borough_name,facility_t_name,is_test
NOVA SCOTIA BAR,DCP,0,N,0.0,2022-09-09,5,12,36704501,6985,0,2,286270,3,2009-05-14,40.58770398986327,-73.86630949693152,311.31729661943785,46.762770202794016,Brooklyn,Water,True
W BRIGHTON II HOUSES BUILDING 16,DCP,2429,X,5120899.0,2021-01-08,3,1,51103509,8375,5095828,2,324522,5,2009-05-14,40.63514678462669,-74.11800875478902,290.0161586150392,52.02921795292236,Staten Island,Residential,True
SPARROWS NEST COMMUNITY GARDEN,DoITT,0,N,0.0,2020-09-23,9,4,41521501,15860,0,2,82043,4,2009-05-14,40.74029100458762,-73.859125459886,311.89822880651275,63.708068677973195,Queens,Recreational Facility,False
ALICE KORNEGAY TRIANGLE,DoITT,0,N,0.0,2020-05-07,5,13,10028901,15864,0,1,259637,1,2009-05-14,40.80643831470805,-73.9353877975423,305.4513843442564,71.04609374760336,Manhattan,Miscellaneous,False
LT JOSEPH PETROSINO PARK,DoITT,0,N,0.0,2021-03-24,9,4,31240501,15869,0,2,329942,3,2009-05-14,40.619118201708176,-73.99849405382402,300.12682014335365,50.24257238587358,Brooklyn,Recreational Facility,True
PS 125 PLAYGROUND,DoITT,0,N,0.0,2020-07-28,9,4,31321001,15876,0,1,9006885,3,2009-05-14,40.665107775761996,-73.90921620724252,307.67601449342965,55.353550505086595,Brooklyn,Recreational Facility,True
RYER AVENUE ELEM SCHOOL,DOE,0,N,5130994.0,2014-11-24,1,2,20040101,10874,2013561,2,176268,2,2009-05-14,40.856749045526804,-73.89870399567478,308.540310956593,76.63602151926061,Bronx,Education Facility,False
OUR LADY OF GRACE SCHOOL,EMS,0,,9207695.0,2014-06-02,4,2,,10880,2111579,1,89187,2,2009-05-14,40.88622124600366,-73.85498100285012,312.22145773640335,79.9141069422934,Bronx,Education Facility,True
RIDGEWOOD PRESCHOOL CENTER,DoITT,0,,93435.0,2018-05-30,2,5,,16658,4084122,2,48723,4,2009-05-14,40.701129816333946,-73.8997772826448,308.4695873687678,59.3545744380874,Queens,Social Services,False
PS 178 DR SELMAN WAKSMAN,DOE,515,N,9107437.0,2020-06-26,1,2,20009901,10889,2116161,2,291046,2,2009-05-14,40.875019892151215,-73.83322603474178,314.057312577266,78.67345266363529,Bronx,Education Facility,False
MS 180 DR DANIEL HALE WILLIAMS,DOE,515,N,9107434.0,2020-06-26,2,2,20010301,10890,2116158,2,291032,2,2009-05-14,40.873251732785285,-73.83184685006043,314.1739453427715,78.47731995325749,Bronx,Education Facility,False
IS 181 PABLO CASALS,DOE,515,N,9107436.0,2020-06-26,2,2,20011001,10891,2116160,2,291046,2,2009-05-14,40.875039206551655,-73.83193157944582,314.1664221929149,78.67580608269978,Bronx,Education Facility,False
HARRY S TRUMAN HIGH SCHOOL,DOE,515,,9107435.0,2020-06-26,3,2,,10892,2116159,2,291046,2,2009-05-14,40.8739572980502,-73.83292518753694,314.08289700549915,78.55549938342455,Bronx,Education Facility,False
COLLEGE OF STATEN ISLAND ENGINEERING TECHNOLOGIES,NYPD,411,X,5125687.0,2019-07-01,7,2,52396309,10893,5107295,2,120551,5,2009-05-14,40.602997807375196,-74.14938488459013,287.355734261599,48.46323783280284,Staten Island,Education Facility,False
METROPOLITAN HOSPITAL CENTER,EMS,0,N,1042061.0,2018-10-23,1,10,12599501,10904,1083929,2,38056,1,2009-05-14,40.78487133257638,-73.94412368785217,304.7157755383039,68.65059075936573,Manhattan,Health Services,True
CABS HEALTH CENTER,EMS,0,,3093665.0,2017-03-10,4,10,,10905,3071335,2,31378,3,2009-05-14,40.705536999744595,-73.94441386205405,304.6968731205979,59.840627154418364,Brooklyn,Health Services,False
CHUNG PAK DAY CARE CENTER,DoITT,0,,1059478.0,2019-05-14,2,5,,16641,1084583,2,32306,1,2009-05-14,40.71731649021724,-73.99990865009515,300.0071088495774,61.14722401055638,Manhattan,Social Services,False
IS 347 SCHOOL OF HUMANITIES,DOE,0,N,3096024.0,2020-04-03,2,2,30057001,9589,3072497,1,44724,3,2009-05-14,40.700679047044275,-73.92776080161678,306.10463736114457,59.30218945123867,Brooklyn,Education Facility,False
BEANSPROUTS NURSERY SCHOOL 6 AVE,DoITT,0,,3027853.0,2018-07-18,2,5,,4316,3022337,1,22743,3,2009-05-14,40.66755830715902,-73.98401175440718,301.3512976052937,55.621820689031736,Brooklyn,Social Services,False
PRIMITIVE CHRISTIAN CHURCH,EMS,0,,1004199.0,2017-07-11,1,9,,3904,1003700,2,310665,1,2009-05-14,40.714093844561816,-73.98779062611027,301.03104985147945,60.78942777776866,Manhattan,Religious Institution,True
MUNICIPAL ASPHALT PLANT HISTORICAL,DCP,0,N,1040005.0,2017-07-21,2,13,12565101,7445,1051374,1,38004,1,2009-05-14,40.778186823264825,-73.9433658338607,304.78022408609485,67.90832409024839,Manhattan,Miscellaneous,False
TRANSFIGURATION CATHOLIC CHURCH,NYPD,0,,1002057.0,2015-05-26,1,9,,15111,1079244,1,23778,1,2009-05-14,40.71481842786672,-73.99908972235913,300.0763055911129,60.869819742578606,Manhattan,Religious Institution,False
MANHATTAN COLLEGE MIGUEL HALL,DCP,402,X,0.0,2019-02-25,7,2,24871004,6262,2098899,1,119699,2,2009-05-14,40.88971635113432,-73.90128499980396,308.3185642197926,80.29681235153285,Bronx,Education Facility,False
NEDERLANDER THEATRE,NYPD,0,,1023323.0,2017-03-16,3,3,,5860,1024651,1,33944,1,2009-05-14,40.755541260351,-73.98825082444736,300.9915469802331,65.39208415924186,Manhattan,Cultural Facility,False
MOTT HAVEN LIBRARY,DoITT,0,,2104161.0,2019-04-02,2,3,,5282,2000744,1,314212,2,2009-05-14,40.811592039060976,-73.92441017163362,306.37718510711187,71.61915309454866,Bronx,Cultural Facility,False
SOUTH JAMAICA MULTI SERVICE CENTER,DoITT,0,,293190.0,2019-02-04,6,5,,11877,4264631,2,288380,4,2009-05-14,40.688443753984586,-73.78577093860083,318.1081213954428,57.963115304096824,Queens,Social Services,False
KINGSBRIDGE HEIGHTS REHABILITATION & CARE CENTER,EMS,0,,2027531.0,2016-09-13,4,5,,11362,2094699,2,79969,2,2009-05-14,40.88016558308378,-73.89814751636477,308.5842076990345,79.23649425958145,Bronx,Social Services,False
WESTSIDE THEATRE,FDNY,0,,1024455.0,2017-12-26,3,3,,5467,1026362,2,313110,1,2009-05-14,40.75947616974261,-73.9925857460489,300.6254484823782,65.82901020136495,Manhattan,Cultural Facility,False
ENGINE 5,EMS,0,,1008273.0,2019-06-19,6,11,,9615,1006520,2,314508,1,2009-05-14,40.73147857802775,-73.98342877413542,301.3992494675293,62.720028776584265,Manhattan,Public Safety,False
ELMCOR SENIOR CENTER EAST ELMHURST,DoITT,0,,37197.0,2017-02-07,3,5,,5530,4032768,1,156206,4,2009-05-14,40.762450151513676,-73.87061296246294,310.92431353089114,66.16730874117518,Queens,Social Services,False
THE CRAYON BOX PRESCHOOL,DoITT,0,,137616.0,2019-04-08,2,5,,5531,4438229,2,97303,4,2009-05-14,40.75616088394804,-73.78952727211457,317.7725318622844,65.48217798736535,Queens,Social Services,False
UNITED CEREBRAL PALSY OF QUEENS JAMAICA,DoITT,0,,166950.0,2015-05-07,2,5,,5544,4152348,1,155574,4,2009-05-14,40.71875676424091,-73.80349550795196,316.6023191607671,61.32578596143478,Queens,Social Services,True
OUR SAVIOR LUTHERAN PRESCHOOL JAMAICA,DoITT,0,,233258.0,2018-07-11,2,5,,5547,4209889,2,60585,4,2009-05-14,40.70962736419137,-73.78687493678763,318.0090774906519,60.31527163722792,Queens,Social Services,False
THERESE CERVINI HS ANNEX,DoITT,0,,48742.0,2017-11-29,2,5,,5548,4437217,1,83274,4,2009-05-14,40.75426953344868,-73.86377358805635,311.503215218713,65.25973927422116,Queens,Social Services,False
YOUNG ISRAEL QUEENS VALLEY,DoITT,0,,157574.0,2012-05-03,2,9,,5561,4143547,1,178917,4,2009-05-14,40.72146719894574,-73.81944490447859,315.2541147991244,61.62387333837036,Queens,Religious Institution,False
THE LIFE SKILLS SCHOOL,DoITT,0,,80426.0,2015-05-07,17,2,,5563,4072142,2,156743,4,2009-05-14,40.728614941361826,-73.85945138271988,311.8727804443861,62.411420181722484,Queens,Education Facility,True
QUICK START HEAD START 150TH ST,DoITT,0,,290890.0,2011-04-06,2,5,,5564,4262726,2,59067,4,2009-05-14,40.67239262443652,-73.78880711497541,317.8557720066424,56.18006060612779,Queens,Social Services,True
JACKSON DEVELOPMENT CENTER JACKSON HEIGHTS,DoITT,0,,38413.0,2016-05-17,2,5,,5565,4595432,2,76513,4,2009-05-14,40.758681789418006,-73.88052353777387,310.088075558822,65.74764901202263,Queens,Social Services,False
LITTLE FRIENDS HOUSE DAY CARE CENTER 164 ST,DoITT,0,,165313.0,2020-03-13,2,5,,5571,4150801,1,156152,4,2009-05-14,40.72595000632145,-73.80463573692354,316.5041983251854,62.124363833441045,Queens,Social Services,False
MADISON YORK ASSISTED LIVING REGO PARK,FDNY,0,,76883.0,2016-11-16,4,5,,5572,4068649,2,152005,4,2009-05-14,40.72703446576794,-73.87102965214511,310.8949203306108,62.23440680604055,Queens,Social Services,False
COMMITTEE FOR EARLY CHILDHOOD DEVELOPMENT HEAD START,DoITT,0,,258148.0,2017-12-06,2,5,,5583,4231510,2,149028,4,2009-05-14,40.712964481846896,-73.7670309411418,319.68496342188746,60.69011990770469,Queens,Social Services,False
TLC DAY CARE MYRTLE AVE,DoITT,0,,5159352.0,2018-07-06,2,5,,5589,4226132,1,138045,4,2009-05-14,40.71619417098841,-73.74559930229773,321.49486168980116,61.053806459837375,Queens,Social Services,True
MADISON YORK ASSISTED LIVING CORONA,EMS,0,,5159730.0,2014-06-27,4,5,,5592,4048509,1,192346,4,2009-05-14,40.73961735508662,-73.84845661267752,312.79949171907845,63.6347652477046,Queens,Social Services,True
HAPPY DRAGON DAYCARE CENTER 57 AVE,DoITT,0,,73159.0,2018-07-09,2,5,,5600,4065133,2,75087,4,2009-05-14,40.732372813648,-73.87620268668937,310.4570602618092,62.826589282793286,Queens,Social Services,False
PENINSULA LIBRARY,DoITT,0,,339436.0,2013-04-19,2,3,,5621,4303629,1,53811,4,2009-05-14,40.58586414753698,-73.81606502853862,315.5712922288187,46.56617463696664,Queens,Cultural Facility,False
WINDSOR PARK LIBRARY,DoITT,0,,180905.0,2016-11-02,2,3,,5626,4164306,2,156468,4,2009-05-14,40.73450483372092,-73.75561942133022,320.6425458159036,63.08475195377902,Queens,Cultural Facility,False
HOWARD BEACH MOTOR CLUB,NYPD,0,,9202857.0,2017-11-29,6,6,,5627,4296249,1,115786,4,2009-05-14,40.65418539833103,-73.83200602421995,314.20718206646404,54.15029749578572,Queens,Transportation Facility,False
WOODHAVEN LIBRARY,DoITT,0,,202544.0,2013-04-23,2,3,,5629,4181578,,52433,4,2009-05-14,40.69453115304731,-73.86145741525202,311.70929939576115,58.62622286334865,Queens,Cultural Facility,False
ST ALBANS LIBRARY,DoITT,0,,265324.0,2013-04-23,2,3,,5630,4238275,1,64247,4,2009-05-14,40.69249997115147,-73.76007289407084,320.2791320471113,58.419177777541286,Queens,Cultural Facility,False
FRESH MEADOWS LIBRARY,DoITT,0,,168108.0,2021-06-21,2,3,,5631,4444054,,335164,4,2009-05-14,40.74159204953175,-73.7822894043249,318.38774545343836,63.86583046658064,Queens,Cultural Facility,False
ROSEDALE LIBRARY,DoITT,0,,319959.0,2016-09-28,2,3,,5634,4287999,2,62565,4,2009-05-14,40.659950886653945,-73.73989771445258,321.9951586152956,54.80957053572341,Queens,Cultural Facility,True
EAST ELMHURST LIBRARY,DoITT,0,,37363.0,2013-04-18,2,3,,5635,4437122,2,148898,4,2009-05-14,40.76248175023585,-73.87388477246927,310.6480501420754,66.17041483985344,Queens,Cultural Facility,False
POPPENHUSEN LIBRARY,DoITT,0,,108774.0,2013-04-24,2,3,,5637,4097863,,84701,4,2009-05-14,40.78622506770278,-73.84602792447652,312.9955329745726,68.8108393542384,Queens,Cultural Facility,False
DOUGLASTON CLUB,NYPD,0,,185796.0,2017-01-30,2,7,,5638,4168135,1,102165,4,2009-05-14,40.77652914265929,-73.752217193214,320.9167352290535,67.75227905261478,Queens,Commercial,False
AUBURNDALE LIBRARY,DoITT,0,,142952.0,2013-04-17,2,3,,5639,4129461,,149941,4,2009-05-14,40.77372971525407,-73.79635466851094,317.1914651717965,67.43180576838508,Queens,Cultural Facility,False
BAISLEY PARK HOUSES BLDG 2,DCP,65,X,296183.0,2013-01-16,3,1,41012503,7811,4435293,1,9000231,4,2009-05-14,40.68475147093718,-73.7828990226368,318.351899456538,57.553695396105766,Queens,Residential,False
FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS FORD ST,DoITT,0,,3046916.0,2019-05-17,2,5,,4464,3038317,2,43264,3,2009-05-14,40.664518490820384,-73.92940222669716,305.969149728518,55.28653973237736,Brooklyn,Social Services,False
WEIR GREENHOUSE,DCP,0,N,0.0,2017-01-30,5,3,39028001,17723,3009621,2,21235,3,2009-05-14,40.65908417763021,-73.99605160127838,300.3332948825966,54.680676472515906,Brooklyn,Cultural Facility,False
PS 332 BUILDING,DOE,0,,3112098.0,2020-04-03,13,2,,10106,3083608,1,47121,3,2009-05-14,40.672409254782195,-73.90588542004788,307.95679265768786,56.16465661663003,Brooklyn,Education Facility,False
MARBLE HILL HOUSES,NYPD,231,G,0.0,2017-05-02,3,1,12580001,11174,0,2,270810,1,2009-05-14,40.87447730646486,-73.90869424362405,307.695916850067,78.60382707387099,Manhattan,Residential,False
COLUMBIA UNIVERSITY MEDICAL CENTER BARD HALL,DoITT,524,,1056049.0,2017-01-23,7,2,,7568,1063423,1,70717,1,2009-05-14,40.84333276848612,-73.9433181681142,304.7795666378746,75.14274929146033,Manhattan,Education Facility,True
PS 209 MARGARET MEAD,DOE,0,,3248582.0,2020-03-30,10,2,,11906,3196224,1,25598,3,2009-05-14,40.58680690061104,-73.96167056495203,303.2443099973529,46.65522501253291,Brooklyn,Education Facility,True
63 PRECINCT,EMS,0,N,3261599.0,2013-05-07,1,11,30011601,9244,3207376,2,40683,3,2009-05-14,40.62795532394465,-73.94164353437196,304.93672779339147,51.225549247631825,Brooklyn,Public Safety,False
DAVIDSON HOTEL,EMS,0,,2025472.0,2017-11-29,4,7,,2794,2014262,1,79614,2,2009-05-14,40.859574276617714,-73.90449568283113,308.0516345307266,76.94921575035312,Bronx,Commercial,False
FOREST HOUSES BUILDING 14,DCP,158,X,2008566.0,2012-12-24,3,1,23332215,17171,2091967,1,9002600,2,2009-05-14,40.8235582423472,-73.90520127444518,307.9964724855676,72.94957078429785,Bronx,Residential,False
JOHN MULLALY RECREATION CENTER,EMS,4939,X,5204880.0,2022-02-28,7,4,21205002,3485,2003021,2,71412,2,2009-05-14,40.83186329581316,-73.92521589254308,306.30728161803887,73.87021061582709,Bronx,Recreational Facility,False
CO-OP CITY BUILDING 3,DoITT,515,,2101846.0,2021-06-10,2,1,,7211,2095391,1,95183,2,2009-05-14,40.87697056961736,-73.83004860234409,314.3247281157296,78.8905911981403,Bronx,Residential,False
MOST HOLY REDEEMER CHURCH,NYPD,0,,1006164.0,2014-12-17,1,9,,3166,1004990,1,33083,1,2009-05-14,40.72349611458296,-73.98435508886925,301.3211570832107,61.83357695949396,Manhattan,Religious Institution,False
WASHINGTON HOTEL,EMS,0,,1045026.0,2016-07-22,4,7,,2421,1054680,2,69188,1,2009-05-14,40.80327329925715,-73.93580833297423,305.4161570258532,70.69459474884225,Manhattan,Commercial,False
BARUCH HOUSES BUILDING 8,DCP,66,X,5143789.0,2013-02-04,3,1,11265209,12936,1078033,2,9003143,1,2009-05-14,40.71782007192405,-73.97743907905115,301.90562131504515,61.20339120363217,Manhattan,Residential,True
FIRST REFORMED EPISCOPAL CHURCH,NYPD,0,,1058984.0,2018-11-01,1,9,,4190,1039641,1,36128,1,2009-05-14,40.75466142948021,-73.967631214314,302.7328015333018,65.29481871328615,Manhattan,Religious Institution,False
DAMROSCH PARK,DCP,460,X,0.0,2021-04-07,1,4,12500612,8949,0,2,330346,1,2009-05-14,40.77217365890209,-73.98482052848003,301.2808975139917,67.23913455824356,Manhattan,Recreational Facility,True
ST MARY'S PARK HOUSES BLDG 5,DCP,304,X,2008265.0,2013-01-10,3,1,26591006,13218,2093932,2,9003585,2,2009-05-14,40.81797740372073,-73.90750983493115,307.80238013430875,72.32961266429227,Bronx,Residential,False
SOUTH BRONX HEAD START SITE #3,DoITT,107,,2016763.0,2019-03-15,2,5,,5259,2092076,2,9002890,2,2009-05-14,40.83792760722511,-73.90588277403131,307.93726771055765,74.545223717758,Bronx,Social Services,True
BRITISH CONSULATE,NYPD,0,,1031772.0,2013-11-04,4,8,,2216,1038464,2,36124,1,2009-05-14,40.75660211484053,-73.96977876232957,302.55137557128563,65.51026419769936,Manhattan,Government Facility (non public safety),True
ST JAMES CATHEDRAL BASILICA CHURCH,NYPD,0,,0.0,2018-03-19,1,9,,3868,3250346,1,24223,3,2009-05-14,40.69707898381796,-73.98677235081706,301.1173767096537,58.899977754198616,Brooklyn,Religious Institution,False
SUSAN WAGNER DAY SCHOOL 4102 WHITE PLAINS RD,DoITT,0,,2070799.0,2012-12-26,2,5,,14984,2063602,,89095,2,2009-05-14,40.89077305967653,-73.85848309338827,311.925488406861,80.41910694800711,Bronx,Social Services,False
CLINTON COMMUNITY CENTER,DCP,123,X,1041257.0,2020-02-13,3,1,11550808,8005,1078931,2,9003863,1,2009-05-14,40.79488208606344,-73.94521221221024,304.6232005221748,69.76221784806278,Manhattan,Residential,False
BRONX BAPTIST DAYCARE & LEARNING CENTER,DoITT,0,,2020056.0,2019-03-18,2,5,,5144,2010996,1,80019,2,2009-05-14,40.859807065539584,-73.89545177927266,308.8141208952429,76.97593774632418,Bronx,Social Services,False
ST RITAS CHURCH,NYPD,0,,3119425.0,2022-03-24,1,9,,3240,3327124,1,168517,3,2009-05-14,40.677977876873705,-73.881347989295,310.0305974690584,56.78555639075586,Brooklyn,Religious Institution,False
ANDREW JACKSON SENIOR CENTER,DoITT,202,,2100075.0,2012-12-27,3,5,,11871,2091224,1,9001402,2,2009-05-14,40.82163885365121,-73.9177312083909,306.93966606753054,72.73535502943334,Bronx,Social Services,False
BRONX CC SAGE HALL,DCP,399,X,5140058.0,2017-05-12,7,2,21543329,9313,2100254,2,72969,2,2009-05-14,40.85680268156507,-73.91369019788542,307.2767220041566,76.64062471721037,Bronx,Education Facility,False
BROWNSVILLE CHILD CARE CENTER,DoITT,192,,3107145.0,2012-10-12,2,5,,4437,3339438,,9007473,3,2009-05-14,40.67232131276254,-73.90899696271806,307.6937214864659,56.15461291372946,Brooklyn,Social Services,True
PS 72 DR WILLIAM DORNEY,DOE,0,N,2087093.0,2020-06-19,1,2,20034201,10447,2077162,1,93637,2,2009-05-14,40.823036867238706,-73.8178809404468,315.36280068251165,72.90331561844337,Bronx,Education Facility,False
MONROE HOUSES BUILDING 4,DCP,248,X,5142250.0,2012-12-31,3,1,25165005,8537,2092750,2,9004343,2,2009-05-14,40.8216677350736,-73.86574766722576,311.3250407232435,72.74398214908163,Bronx,Residential,False
SMITH HOUSES BUILDING 2,DCP,315,X,1001338.0,2013-02-26,3,1,13060403,7629,1077411,2,9006404,1,2009-05-14,40.70983732278272,-73.99754461459843,300.2068771518765,60.316681095339234,Manhattan,Residential,True
LOWER E SIDE II HOUSES BLDG 5,DCP,224,X,1060885.0,2013-02-14,3,1,12506606,6219,1075621,1,9000752,1,2009-05-14,40.722482104898496,-73.97830864406566,301.8320213075371,61.721082043607375,Manhattan,Residential,False
IS 228 DAVID A BOODY,DOE,0,,5132093.0,2020-03-30,2,2,,12394,3190273,2,25076,3,2009-05-14,40.601054921199854,-73.97689083689907,301.95536441672493,48.236964191067344,Brooklyn,Education Facility,True
CLINTON HOUSES BUILDING 6,DCP,123,X,1041036.0,2013-02-05,3,1,11550807,17641,1051990,1,9000240,1,2009-05-14,40.79221170548249,-73.94774899466148,304.4092859210127,69.46554351971365,Manhattan,Residential,False
COBBLE HILL HEALTH CENTER,FDNY,0,,3004373.0,2017-01-31,4,5,,16125,3003212,2,23626,3,2009-05-14,40.6884915998609,-73.99763871445477,300.1989893545212,57.946287662012296,Brooklyn,Social Services,False
RAT ISLAND,DCP,448,N,0.0,2013-07-26,1,12,26054001,9939,0,1,99791,2,2009-05-14,40.85518047245284,-73.78098064447721,318.4667476612599,76.47997964422704,Bronx,Water,False
NANSEN LODGE,NYPD,0,,5045894.0,2018-12-10,10,4,,3442,5036683,2,291685,5,2009-05-14,40.603586210467114,-74.17397016106335,285.27501493296666,48.53241840788307,Staten Island,Recreational Facility,True
SOUNDVIEW AVE BAPTIST CHURCH,NYPD,0,,2035757.0,2019-01-04,1,9,,3994,2021848,2,281775,2,2009-05-14,40.81797511088987,-73.86286622560561,311.5687635505028,72.33429457371486,Bronx,Religious Institution,False
CHELSEA PIERS MANAGEMENT,DCP,533,X,1015213.0,2014-06-23,4,13,11032002,18578,1085935,1,143159,1,2009-05-14,40.747993805850335,-74.00867473316036,299.266771439381,64.55392051872981,Manhattan,Miscellaneous,True
BROOKLYN VA HOSPITAL,OTHER,0,N,5159813.0,2017-03-28,1,10,38655501,17556,3406541,2,289895,3,2009-05-14,40.60866059222145,-74.02412168372672,297.9579485796516,49.08157039626843,Brooklyn,Health Services,True
IS 96 SETH LOW,DOE,0,,3221641.0,2020-03-25,2,2,,9171,3174076,1,20333,3,2009-05-14,40.607792223077055,-73.98482108527368,301.2840136027587,48.98497123519849,Brooklyn,Education Facility,False
GLENMORE PLAZA BUILDING 4,DCP,170,X,3112433.0,2012-10-05,3,1,34434005,6943,3326947,1,112637,3,2009-05-14,40.67105793212845,-73.90554768862434,307.9855096946101,56.01462669071902,Brooklyn,Residential,True
PIER 73-E 25 ST,EMS,0,,0.0,2013-04-02,7,6,,19211,0,1,165032,1,2009-05-14,40.7364233669766,-73.97410387232325,302.1868108774346,63.26932963029648,Manhattan,Transportation Facility,False
SUMNER HOUSES BUILDING 13,DCP,330,X,3312972.0,2012-12-06,3,1,38334514,17000,3338599,2,9000962,3,2009-05-14,40.697972027780686,-73.94253747648592,304.85599408201017,59.000656721922915,Brooklyn,Residential,False
BROOKLYN NAVY YARD - BUILDING 249,DoITT,513,X,5205463.0,2022-06-01,6,7,32333836,7513,3335181,1,341083,3,2009-05-14,40.70572052673452,-73.97288296148022,302.2909954729284,59.85987169076477,Brooklyn,Commercial,False
HIGH BRIDGE PARK POOL,DCP,401,X,0.0,2020-09-24,10,4,12295503,8932,1085868,2,71078,1,2009-05-14,40.84289292949381,-73.93413620931743,305.55394978282106,75.09444679017314,Manhattan,Recreational Facility,False
TAFT HOUSES BUILDING 5,DCP,333,X,5144331.0,2019-12-02,3,1,13220506,7378,1080509,1,9006036,1,2009-05-14,40.79913335201443,-73.94619101371278,304.54030467306984,70.2342664149892,Manhattan,Residential,False
VLADECK HOUSES BUILDING 9,DCP,356,X,1003658.0,2017-06-27,3,1,11138010,12593,1077528,1,9005944,1,2009-05-14,40.7123948738819,-73.98224458436198,301.4997137878965,60.60084082052374,Manhattan,Residential,True
COLLEGE OF MT ST VINCENT SETON HALL,DCP,404,X,0.0,2017-03-30,7,2,25275023,14846,2123819,1,81445,2,2009-05-14,40.91281850353889,-73.90806707183881,307.7443150664396,82.86171193410335,Bronx,Education Facility,False
CLASON POINT GARDENS BLDG 40,DCP,2178,X,2103207.0,2012-12-20,3,1,21997041,13487,2092691,2,9004210,2,2009-05-14,40.81915258304652,-73.86980416983528,310.98324582021564,72.46415912649192,Bronx,Residential,False
CLASON POINT GARDENS BLDG 10,DCP,2178,X,2103145.0,2012-12-20,3,1,21997011,8136,2092734,2,264476,2,2009-05-14,40.821979679614486,-73.86880274225673,311.0672600940411,72.77823295037588,Bronx,Residential,False
CONEY ISLAND HOUSES BUILDING 5,DCP,125,X,3240701.0,2020-02-25,3,1,32884606,8200,3322046,2,9000540,3,2009-05-14,40.57209542256826,-73.99511266144353,300.41323721905127,45.0208724703979,Brooklyn,Residential,False
SOTOMAYOR HOUSES BUILDING 27,DCP,99,X,2038413.0,2013-01-08,3,1,21553028,6224,2092808,1,9004398,2,2009-05-14,40.82656163681136,-73.86428542656415,311.44755459935124,73.28763804520761,Bronx,Residential,True
IS 61 WILLIAM A MORRIS,DOE,0,,5002977.0,2020-06-18,2,2,,11947,5002227,2,13847,5,2009-05-14,40.63459597959853,-74.0979606057256,291.712110372,51.965962076476636,Staten Island,Education Facility,True
PELHAM PARKWAY HOUSES BLDG 23,DCP,270,X,2055155.0,2013-01-03,3,1,25773025,17137,2093367,1,9003708,2,2009-05-14,40.85833087133473,-73.862366009408,311.60392315211175,76.81586216414185,Bronx,Residential,False
NYC HEALTH + HOSPITALS ELMHURST,DCP,0,N,41821.0,2023-04-17,1,10,44389301,8396,4437132,1,76191,4,2009-05-14,40.74498440228686,-73.8857771566761,309.64643957178265,64.22598445305225,Queens,Health Services,True
PS 45 JOHN TYLER,DOE,0,,5009402.0,2020-06-17,1,2,,9206,5007417,2,12898,5,2009-05-14,40.62830655194488,-74.10738195319651,290.9142265971413,51.26847594698998,Staten Island,Education Facility,False
BRONX ZOO - RESTROOMS NEAR BEARS EXHIBIT,DoITT,514,,0.0,2019-08-27,6,4,,14005,2123914,1,139657,2,2009-05-14,40.8483700266812,-73.87756914778878,310.32362597355075,75.7078058155169,Bronx,Recreational Facility,False
BROWNSVILLE HOUSES BUILDING 16,DCP,101,X,3109148.0,2018-08-15,3,1,32348318,14263,3326525,2,43993,3,2009-05-14,40.66501027010753,-73.90809131988361,307.7711456325231,55.342821969587696,Brooklyn,Residential,False
POMONOK HOUSES,NYCHA,274,G,0.0,2019-11-29,3,1,41014501,8107,0,2,9008999,4,2009-05-14,40.73423512058093,-73.81260976976856,315.8285671400674,63.042936516790625,Queens,Residential,False
VAN DYKE I HOUSES,NYCHA,353,G,0.0,2020-02-14,3,1,31176501,6507,0,2,9009442,3,2009-05-14,40.66562252659308,-73.90429384687211,308.0921837752789,55.41115519176806,Brooklyn,Residential,False
84 PRECINCT,NYPD,0,N,5130229.0,2014-06-18,1,11,30011501,12348,3000252,1,186630,3,2009-05-14,40.6953157343129,-73.98300384641543,301.4359245300758,58.70422799717894,Brooklyn,Public Safety,False
BROOKHAVEN REHABILITATION & HEALTH CARE CENTER,EMS,0,,332913.0,2015-01-07,4,10,,5493,4299269,2,116067,4,2009-05-14,40.596469204460796,-73.75084950329688,321.08906444429067,47.757471129947156,Queens,Health Services,False
KINGSBOROUGH EXTENSION,NYCHA,208,G,3043802.0,2022-04-27,3,1,31193501,8069,3035751,1,9003803,3,2009-05-14,40.67505773250605,-73.92459009788817,306.37505651152566,56.45723260922148,Brooklyn,Residential,False
SUNNYSIDE LIBRARY,DoITT,0,,2630.0,2013-04-23,2,3,,2542,4002111,2,66609,4,2009-05-14,40.740846697077444,-73.92166803110698,306.615574864717,63.76316767581966,Queens,Cultural Facility,False
GANTRY PLAZA STATE PARK,EMS,0,,0.0,2014-07-07,1,4,,19437,0,2,188817,4,2009-05-14,40.74551755148096,-73.95873755608991,303.48431273552256,64.27972092945791,Queens,Recreational Facility,True
PIER 24-CLIFTON,EMS,0,N,0.0,2017-05-17,7,6,50010101,19562,0,1,309430,5,2009-05-14,40.617695936654464,-74.06501177160436,294.4981253066752,50.0866749485268,Staten Island,Transportation Facility,False
400 GATEWAY PLAZA,FDNY,0,,1000278.0,2021-04-21,2,1,,18666,1083375,1,9009008,1,2009-05-14,40.711192704314435,-74.01735281117402,298.53306043380724,60.46733563426628,Manhattan,Residential,False
