name,source,complexid,saftype,pri_add,modified,faci_dom,facility_t,b7_sc,placeid,bin,sos,segmentid,borough,created,latitude,longitude,nad83_x,nad83_y,borough_name,facility_t_name,is_test
ROCKEFELLER U,DCP,0,N,0.0,2011-09-19,7,2,12991001,9921,0,2,36653,1,2009-05-14,40.76278466180416,-73.95608586782984,303.70730637291916,66.19731665740215,Manhattan,Education Facility,False
TAFT HOUSES BUILDING 2,DCP,333,X,1040454.0,2013-02-26,3,1,13220503,8760,1080500,2,9017071,1,2009-05-14,40.79840373020642,-73.94767768256486,304.4148938203918,70.1531664562053,Manhattan,Residential,False
PILGRIM HOLINESS CHURCH,NYPD,0,,3066384.0,2016-06-16,1,9,,4155,3052973,2,29694,3,2009-05-14,40.680965349771974,-73.95142755791757,304.105671607193,57.111652271141246,Brooklyn,Religious Institution,False
CLASON POINT GARDENS BLDG 21,DCP,2178,X,2036807.0,2012-12-20,3,1,21997022,13353,2095244,2,9004282,2,2009-05-14,40.821626565360795,-73.87036371995083,310.9356333233011,72.7388237106227,Bronx,Residential,False
RADIO CITY APARTMENTS HOTEL,EMS,0,,1023156.0,2016-06-16,4,7,,16897,1022694,1,34204,1,2009-05-14,40.75998915768448,-73.98297370935553,301.43707580860314,65.88609002707736,Manhattan,Commercial,True
COOPER PARK HOUSES BUILDING 3,DCP,130,X,3090968.0,2018-08-15,3,1,32933504,7362,3332781,2,9005193,3,2009-05-14,40.718279124082976,-73.94003972445894,305.06555486534336,61.255856427442346,Brooklyn,Residential,True
PELHAM GARDENS MOTEL,EMS,0,,2059240.0,2016-06-16,4,7,,2787,2053522,1,121222,2,2009-05-14,40.86162410943028,-73.83046036380692,314.29331890833674,77.18629356947385,Bronx,Commercial,False
WEE CARE CHILD CARE,DoITT,0,,1039363.0,2016-07-13,2,5,,13013,1050459,1,37752,1,2009-05-14,40.77435854398359,-73.94902651124669,304.30261939337123,67.48290450820647,Manhattan,Social Services,False
SOUTH BROTHER ISLAND LEDGE LIGHT 3,NOAA,0,,0.0,2018-09-12,11,6,,13849,0,,175538,2,2009-05-14,40.79232797833697,-73.89858910376819,308.55828031500107,69.48209458334289,Bronx,Transportation Facility,True
LAGUARDIA AIRPORT SECURITY ZONE DAYBEACON B,NOAA,0,,0.0,2022-02-10,11,6,,13850,0,,77047,4,2009-05-14,40.77832210943117,-73.88775554543963,309.4746048565782,67.92787262663082,Queens,Transportation Facility,False
ST CLEMENTS EPISCOPAL CHURCH,NYPD,0,,1024629.0,2017-03-06,1,9,,16104,1026488,2,217529,1,2009-05-14,40.761565170486286,-73.99155140380932,300.7127657544861,66.06099876850215,Manhattan,Religious Institution,True
ST JOSEPHS COLLEGE DILLON CHILD STUDY CENTER,DoITT,0,,3069291.0,2018-11-28,15,2,,4479,3329856,1,30180,3,2009-05-14,40.69078864095511,-73.9691188433344,302.60967788978076,58.20182587932129,Brooklyn,Education Facility,False
PS 64 ROBERT SIMON,DOE,0,N,5129612.0,2020-05-04,1,2,10005201,10135,1004627,2,310177,1,2009-05-14,40.72402057680392,-73.98106141431627,301.5994119224989,61.8918723946854,Manhattan,Education Facility,False
THURGOOD MARSHALL US COURTHOUSE,EMS,0,,5152561.0,2013-10-10,2,8,,7274,1001677,2,262266,1,2009-05-14,40.71370495515312,-74.00252407666332,299.78611142515484,60.74617360073531,Manhattan,Government Facility (non public safety),True
PUGSLEY CREEK,NOAA,0,N,0.0,2019-09-11,5,12,25973001,14425,0,1,85575,2,2009-05-14,40.813354189107656,-73.850416029963,312.62000707106193,71.82286292357597,Bronx,Water,False
GREAT FRESH KILLS,NOAA,0,N,0.0,2019-01-14,5,12,50005201,14022,0,2,292830,5,2009-05-14,40.57280334706702,-74.20355946467133,282.762714984601,45.11950062383436,Staten Island,Water,False
CROMAKILL CREEK,NOAA,0,,0.0,2017-03-16,5,12,,14025,0,,34427,,2009-05-14,40.786555373675526,-73.98602446465124,301.1790019694013,68.83619177803492,,Water,False
BRONX KILL,NOAA,0,,0.0,2018-06-29,5,12,,14028,0,2,155146,1,2009-05-14,40.79935972477235,-73.9200614654364,306.7453411351255,70.2610883304351,Manhattan,Water,False
WAYS REEF,NOAA,0,,0.0,2021-06-29,5,12,,14029,0,1,153886,1,2009-05-14,40.77804415746407,-73.93013993966812,305.8967145056899,67.89328733413758,Manhattan,Water,False
FLUSHING CREEK,NOAA,0,N,0.0,2019-01-14,5,12,40016601,14031,0,2,141284,4,2009-05-14,40.75533203749287,-73.839663967804,313.53896685635243,65.38117500222022,Queens,Water,False
FERRY TERMINAL SLIP 6 FOG SIGNAL,NOAA,543,,0.0,2017-03-03,11,6,,14034,0,1,137890,5,2009-05-14,40.64518638028339,-74.07191825154293,293.9162087146024,53.13985661825795,Staten Island,Transportation Facility,True
GOVERNORS ISLAND LIGHT (2),NOAA,0,,1000131.0,2017-04-13,11,6,,14036,1086428,,105771,1,2009-05-14,40.69292059440779,-74.0196385910075,298.3394548435186,58.438300126004386,Manhattan,Transportation Facility,False
WHITEHALL FERRY RACK A FOG SIGNAL,NOAA,542,,0.0,2017-03-03,11,6,,14038,0,2,258220,1,2009-05-14,40.700297124245765,-74.01353310205637,298.855642761327,59.25734872923566,Manhattan,Transportation Facility,False
LITTLE FRESH KILLS,NOAA,0,N,0.0,2019-09-04,5,12,50005501,14424,0,2,109740,5,2009-05-14,40.5795613202198,-74.20104012064216,282.97776581404776,45.86945318636049,Staten Island,Water,False
ALPINE BOAT BASIN,NOAA,0,,0.0,,5,12,,14426,0,,108258,,2009-05-14,40.9457541664785,-73.91829584940767,306.87917655237646,86.51842279228062,,Water,False
ST AGNES RECTORY,NYPD,0,,1031156.0,2018-03-06,1,9,,3657,1036172,1,35947,1,2009-05-14,40.75192344148098,-73.97469380106517,302.13648291844925,64.990572903147,Manhattan,Religious Institution,False
LUTHERAN MEDICAL CENTER,NYPD,0,,3019384.0,2014-03-17,1,10,,10915,3014856,2,17813,3,2009-05-14,40.64659525250986,-74.02101807535021,298.221620756029,53.29402372406624,Brooklyn,Health Services,False
EDENWALD HOUSES BUILDING 34,DCP,151,X,2073543.0,2017-05-30,3,1,23002535,17298,2094163,1,264850,2,2009-05-14,40.88499097294381,-73.84774297594502,312.83170883992267,79.77851927856584,Bronx,Residential,True
CLAREMONT TERMINAL CHANNEL,NOAA,0,,0.0,2019-09-03,5,12,,14105,0,,284139,,2009-05-14,40.67898327717704,-74.06613108967763,294.408547149385,56.89252014675427,,Water,False
ROOSEVELT I REEF,NOAA,0,,0.0,2012-09-25,5,12,,14110,0,,141138,1,2009-05-14,40.74917859165257,-73.96178495782219,303.2267594970846,64.686156833639,Manhattan,Water,False
EAST BROAD CHANNEL,NOAA,0,,0.0,2019-09-03,5,12,,14112,0,1,53750,4,2009-05-14,40.60103246402304,-73.81498531942252,315.65914247302857,48.250749935207466,Queens,Water,True
SHELL BANK CREEK,NOAA,0,N,0.0,2019-01-11,5,12,30023701,14114,0,1,40035,3,2009-05-14,40.588233849093925,-73.92925771231135,305.98821107605175,46.815390691535534,Brooklyn,Water,False
LONG POL BAR,NOAA,0,,0.0,2018-06-29,5,12,,14116,0,2,45887,3,2009-05-14,40.605313216714144,-73.87661395404614,310.4421930953409,48.716929576832335,Brooklyn,Water,False
JAMAICA BAY,NOAA,0,N,0.0,2019-09-05,5,12,30029401,14117,0,2,141838,3,2009-05-14,40.61293879229119,-73.86172668437293,311.70084247967395,49.56560418473388,Brooklyn,Water,False
SOMMERVILLE BASIN,NOAA,0,,0.0,2019-09-09,5,12,,14119,0,2,309154,4,2009-05-14,40.60094793045037,-73.78717624490537,318.01293747817624,48.24670785647845,Queens,Water,False
HOLLAND TUNNEL VENTILATOR,NOAA,0,,0.0,2018-05-08,12,6,,14121,0,1,141190,1,2009-05-14,40.726637617959135,-74.01489318415489,298.7411929880845,62.182423766736875,Manhattan,Transportation Facility,True
COLUMBIA UNIVERSITY COLLEGE OF DENTAL MEDICINE,DoITT,524,X,5173794.0,2022-12-27,7,2,11561555,12798,1084388,1,173682,1,2009-05-14,40.840889346445586,-73.94047973318645,305.0191260728835,74.87156594588998,Manhattan,Education Facility,True
LINDEN HOUSES BUILDING 6,DCP,219,X,3132472.0,2012-10-16,3,1,35634007,8165,3324017,1,9001631,3,2009-05-14,40.65739580152407,-73.88511437579474,309.7151733090362,54.49955084564593,Brooklyn,Residential,False
MARINER'S HARBOR HSES BLDG 22,DCP,235,X,5035329.0,2012-12-11,3,1,53827525,8383,5109132,2,9005376,5,2009-05-14,40.63070113434638,-74.16349507914623,286.16721705934805,51.54172651515001,Staten Island,Residential,False
PAL WORLD OF CREATIVE EXPERIENCES HEAD START,DoITT,0,,3109810.0,2016-06-16,2,5,,16454,3326581,2,9006844,3,2009-05-14,40.662543593815464,-73.90735279379578,307.8338847405271,55.06897039627156,Brooklyn,Social Services,False
EDENWALD HOUSES BUILDING 5,DCP,151,X,2073510.0,2020-02-18,3,1,23002506,17657,2094138,1,291859,2,2009-05-14,40.88635465689797,-73.84185061817776,313.3280465467445,79.93083728799672,Bronx,Residential,True
MARCY HOUSES BUILDING 6,DCP,232,X,3312936.0,2012-10-17,3,1,35873507,6970,3325582,2,9000428,3,2009-05-14,40.69929188107013,-73.95131588568665,304.11398123925056,59.14677382632978,Brooklyn,Residential,False
SPANISH CONSULATE,NYPD,0,,1031464.0,2016-08-16,4,8,,2205,1036915,2,165472,1,2009-05-14,40.76097235174955,-73.96771072468043,302.72582888005826,65.99563515101421,Manhattan,Government Facility (non public safety),True
FLATLANDS REFORM PARSONAGE,DCP,487,X,3272652.0,2018-09-04,1,9,34109003,6439,3217051,2,167007,3,2009-05-14,40.624437986975884,-73.93638979376627,305.38151205327983,50.83526999395726,Brooklyn,Religious Institution,False
WINHOLE CHANNEL LIGHT 3,NOAA,0,,0.0,,11,6,,14159,0,,54256,4,2009-05-14,40.61281006874463,-73.80789239906932,316.25662226347947,49.559901128372495,Queens,Transportation Facility,False
MARINE PARKWAY BRIDGE FOG SIGNAL,NOAA,0,,0.0,2018-09-13,11,6,,14160,0,2,135470,3,2009-05-14,40.574065661340455,-73.88557711399237,309.6881272584367,45.24597628590203,Brooklyn,Transportation Facility,False
CLASON POINT GARDENS BLDG 32,DCP,2178,X,2103162.0,2012-12-20,3,1,21997033,13350,2092687,1,9004177,2,2009-05-14,40.82033084843834,-73.8691151916232,311.04117530566646,72.59509155823761,Bronx,Residential,False
WYCKOFF GARDENS BUILDING 2,DCP,389,X,5130150.0,2012-12-11,3,1,39476003,13557,3336055,1,9001456,3,2009-05-14,40.6825575032859,-73.98450025628267,301.30969696448636,57.28743431737301,Brooklyn,Residential,False
MIDTOWN STATION,DoITT,0,,1017909.0,2016-09-27,3,8,,15920,1014478,2,33930,1,2009-05-14,40.75416165604961,-73.98984946042536,300.85656826536376,65.2388642514025,Manhattan,Government Facility (non public safety),False
THROGGS NECK ADDITION HOUSES,NYCHA,339,G,0.0,2020-02-13,3,1,21175001,8273,0,2,9007363,2,2009-05-14,40.821933123927465,-73.82587475108576,314.6886941112599,72.77937425741862,Bronx,Residential,False
NEW YORK UNIVERSITY VANDERBILT HALL,DoITT,522,X,1010971.0,2023-01-18,7,2,12507692,8063,1008716,2,32407,1,2009-05-14,40.73034928689593,-73.99936552811516,300.05298850347987,62.59449086190099,Manhattan,Education Facility,False
FIORENTINO PLAZA BLDG 11,DCP,156,X,3120064.0,2012-10-05,3,1,34062009,13479,3328463,1,9001850,3,2009-05-14,40.67280270644361,-73.89099236176014,309.215948057629,56.2098082777828,Brooklyn,Residential,False
YEMEN ARAB REP MSN,NYPD,0,,1032632.0,2011-11-29,4,8,,2098,1040149,1,36253,1,2009-05-14,40.75440136412433,-73.9649844833422,302.9563186364031,65.26602480663816,Manhattan,Government Facility (non public safety),True
OCEAN BAY (BAYSIDE) BLDG 21,DCP,261,X,337467.0,2015-07-13,3,1,41013522,13659,4436437,1,286001,4,2009-05-14,40.59656577226995,-73.7831940894113,318.35119354616074,47.76091287324297,Queens,Residential,False
UNITY PLAZA (SITES 4-27),NYCHA,349,G,0.0,2020-02-18,3,1,30004601,8279,0,1,47400,3,2009-05-14,40.666811808195945,-73.8973740923353,308.6771546366379,55.54388394171903,Brooklyn,Residential,True
ST FRANCIS XAVIER SCHOOL,EMS,0,,2049524.0,2014-12-04,4,2,,10420,2045014,1,86666,2,2009-05-14,40.848412625767224,-73.85244691791793,312.44210031738027,75.715801141189,Bronx,Education Facility,True
BUSH TERMINAL,OTHER,491,G,0.0,2020-04-07,1,6,32384501,8472,0,2,120631,3,2009-05-14,40.65293879318608,-74.01832156780267,298.44984650180214,53.99840383253192,Brooklyn,Transportation Facility,True
COLLEGE OF STATEN ISLAND SCHOOL OF PHYSICAL THERAPY HEALTH SCIENCES,NYPD,411,,5125689.0,2020-03-12,7,2,,10894,5131067,1,108460,5,2009-05-14,40.60300193376032,-74.14761118884975,287.5058571678793,48.46344155989615,Staten Island,Education Facility,False
HARLEM RIVER HOUSES BLDG 5,DCP,181,X,1052217.0,2013-02-12,3,1,12246006,12610,1084153,2,9007164,1,2009-05-14,40.82628003879119,-73.93760885884174,305.2624012809689,73.24937260536866,Manhattan,Residential,False
LONDON HOTEL,DoITT,0,,1061622.0,2019-06-07,4,7,,2600,1069590,2,269871,1,2009-05-14,40.763388605558504,-73.98036949629294,301.65688872861995,66.26364010464438,Manhattan,Commercial,False
HUGUENOT BEACH,DCP,5681,X,0.0,2023-01-18,4,4,53368001,13695,0,2,2642,5,2009-05-14,40.52019182250286,-74.1806167685392,284.693369933611,39.27295808665646,Staten Island,Recreational Facility,False
DYCKMAN SENIOR CENTER,DoITT,140,,5143603.0,2013-02-11,3,5,,15923,1080032,1,9004227,1,2009-05-14,40.86091332622343,-73.92200260237708,306.5754437341664,77.09645591175436,Manhattan,Social Services,False
LAFAYETTE GARDENS BLDG 3,DCP,211,X,3069884.0,2012-10-16,3,1,35413304,17143,3346319,2,9005475,3,2009-05-14,40.690234997659616,-73.95803808622712,303.5463289853454,58.14073457766282,Brooklyn,Residential,False
LOW HOUSES COMMUNITY CENTER,DCP,222,X,5138443.0,2012-10-17,3,1,35754007,6406,3327015,1,9002255,3,2009-05-14,40.66980137851709,-73.90518701784025,308.01615610207665,55.875122838247954,Brooklyn,Residential,False
COLUMBIA UNIVERSITY SCHAPIRO HALL,DoITT,521,X,1047702.0,2021-06-02,7,2,11561526,7566,1084328,1,166324,1,2009-05-14,40.807897540474,-73.96518131249074,302.9373358143056,71.20671311052885,Manhattan,Education Facility,False
INDONESIA CONSULATE,NYPD,0,,1033291.0,2018-01-19,4,8,,2040,1041251,1,36203,1,2009-05-14,40.76966368722874,-73.96799008967393,302.70188719801246,66.96078796641841,Manhattan,Government Facility (non public safety),False
PRESCHOOL FOR MULTIHANDICAPPED CHILDREN,DoITT,0,,1025138.0,2014-07-18,2,5,,16476,1026893,1,34118,1,2009-05-14,40.76895781687078,-73.98653053372001,301.1365874620176,66.88199558764204,Manhattan,Social Services,False
QUEENS COLLEGE MUSIC BLDG,DCP,412,X,0.0,2019-07-25,7,2,45999324,12502,4467563,2,149632,4,2009-05-14,40.7380930853438,-73.81736192661052,315.4262515796015,63.470507930207354,Queens,Education Facility,False
PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,DOE,0,,5130069.0,2020-04-13,3,2,,12643,3325733,2,44206,3,2009-05-14,40.7119887834588,-73.93938805717372,305.1210988778725,60.55736524305519,Brooklyn,Education Facility,True
MILL BROOK HOUSES BUILDING 1,DCP,245,X,2000050.0,2012-12-28,3,1,25102202,6485,2090987,2,9001660,2,2009-05-14,40.80585705603117,-73.91995696387191,306.75350063681816,70.9826204332775,Bronx,Residential,False
32 PRECINCT,NYPD,0,N,1049514.0,2017-12-15,1,11,10005701,14633,1075467,1,312889,1,2009-05-14,40.81577368228415,-73.94531083574608,304.613428765456,72.0822111965749,Manhattan,Public Safety,False
BOSTON ROAD PLAZA BUILDING 1,DCP,89,X,2056596.0,2020-02-11,3,1,21383002,7634,2093400,2,9003611,2,2009-05-14,40.862276339328055,-73.86596598857145,311.29972275315515,77.25353684891503,Bronx,Residential,False
PS 85 GREAT EXPECTATIONS,DOE,0,N,2020129.0,2020-06-22,1,2,20006601,10174,2011054,2,314897,2,2009-05-14,40.8586438396069,-73.89497905855315,308.8541320517263,76.84680881373683,Bronx,Education Facility,False
LIGHTHOUSE ELEMENTARY SCHOOL,DOE,0,,9206816.0,2020-06-01,1,2,,15192,4441244,2,57982,4,2009-05-14,40.594668683277355,-73.76703790094633,319.7193111474965,47.55375958939411,Queens,Education Facility,False
TABERNACLE 7 DAY ADVENTIST CHURCH,NYPD,0,,1054145.0,2016-06-10,1,9,,4157,1062122,1,166646,1,2009-05-14,40.829115150217234,-73.94750326275611,304.42756928815135,73.56366375551558,Manhattan,Religious Institution,False
ST MARGARET OF CORTONA SCHOOL,NYPD,0,,2098260.0,2014-12-01,4,2,,13432,2085311,1,81428,2,2009-05-14,40.90814221920649,-73.9030387286065,308.1685044166354,82.34286084870492,Bronx,Education Facility,True
SELFHELP BENJAMIN ROSENTHAL PRINCE STREET SENIOR CENTER,DoITT,0,,129573.0,2018-01-22,3,5,,5523,4117390,1,91386,4,2009-05-14,40.75175640317082,-73.81984925098135,315.21303501953065,64.98735890407875,Queens,Social Services,False
PS 008 ISSAC VARIAN,DOE,0,N,2029047.0,2014-11-24,1,2,20037901,10666,2094734,2,80463,2,2009-05-14,40.87239310482763,-73.88350605731969,309.8194362439324,78.37489363178067,Bronx,Education Facility,False
GEORGIA L. MCMURRAY BATKIDS CENTER,DoITT,0,,5148635.0,2017-03-30,2,5,,4709,3347532,2,17691,3,2009-05-14,40.64464048148863,-74.02396196997614,297.9725582548688,53.077016251322625,Brooklyn,Social Services,True
RAIN GUNHILL SENIOR CENTER,DoITT,177,,2063131.0,2012-12-26,3,5,,5134,2093517,,9005523,2,2009-05-14,40.87600356242854,-73.86526420522175,311.3565449201842,78.77804209021865,Bronx,Social Services,False
RIIS 2 HOUSES BUILDING 18,DCP,296,X,1005287.0,2020-02-14,3,1,11124006,7618,1077551,2,9005727,1,2009-05-14,40.723012287811024,-73.97608307839887,302.02003590904036,61.780006761305614,Manhattan,Residential,False
ST PAULS GERMAN EVANGELICAL LUTHERAN CHURCH,NYPD,0,,1016677.0,2017-02-22,1,9,,4206,1013360,2,33538,1,2009-05-14,40.74511518902662,-73.99967625901598,300.0267329162347,64.23421849903073,Manhattan,Religious Institution,False
AMSTERDAM HOUSES BUILDING 3,DCP,57,X,1063576.0,2013-02-01,3,1,11171104,14282,1082576,1,9001933,1,2009-05-14,40.773413129739644,-73.98591625407487,301.18837017867105,67.37676088816505,Manhattan,Residential,False
HYLAN PARK,DPR,0,,0.0,2019-01-23,1,4,,15035,0,1,297413,2,2009-05-14,40.83908418504108,-73.88783658819925,309.4591236438896,74.67545366217557,Bronx,Recreational Facility,True
UNISPHERE,DPR,453,X,0.0,2017-03-17,1,4,41323523,15037,0,1,83957,4,2009-05-14,40.746382032080184,-73.84506701489116,313.08446490155984,64.38647109850557,Queens,Recreational Facility,True
INWOOD HILL PARK THE CLOVE,DPR,3599,,0.0,2020-09-14,1,4,,15039,0,2,189377,1,2009-05-14,40.871411496959865,-73.92542918402681,306.28555217298305,78.26203137089277,Manhattan,Recreational Facility,False
ORCHARD BEACH PARKING LOT,DPR,448,X,0.0,2020-11-05,4,4,25784046,15042,0,2,322634,2,2009-05-14,40.86977180399348,-73.7970308798271,317.10966581386623,78.09708964868075,Bronx,Recreational Facility,False
RODMANS NECK EAST,DPR,448,,0.0,2020-11-05,1,4,,15043,0,1,316824,2,2009-05-14,40.85663812789829,-73.79870227974568,316.9721188465405,76.63826739140436,Bronx,Recreational Facility,False
PEQUENOS SOULS DAY CARE CENTER,DoITT,0,,1044543.0,2016-06-20,2,5,,4348,1054408,2,9000161,1,2009-05-14,40.802609536076176,-73.93970536915702,305.0873592825654,70.6206506321144,Manhattan,Social Services,False
PINK HOUSES BUILDING 14,DCP,272,X,3134275.0,2012-11-05,3,1,37078015,7836,3327750,2,9003144,3,2009-05-14,40.66672649970432,-73.86648493789716,311.289069152617,55.53793120758168,Brooklyn,Residential,False
MACOMB'S BRIDGE LIBRARY,DoITT,181,,5143695.0,2013-03-12,2,3,,5398,1084156,1,9007969,1,2009-05-14,40.82654393658775,-73.93584682870173,305.4110160188889,73.27878574861754,Manhattan,Cultural Facility,False
FOREST HOUSES BUILDING 3,DCP,158,X,2008570.0,2012-12-24,3,1,23332204,17665,2091970,2,9002557,2,2009-05-14,40.82580622517332,-73.90365456612909,308.12667591997615,73.19935089744894,Bronx,Residential,False
ABYSSINIAN TOWERS,DoITT,0,,1043600,2016-06-20,2,1,,4605,1053805,1,173038,1,2009-05-14,40.81102757161481,-73.94190753513988,304.9009093482977,71.55534277754593,Manhattan,Residential,False
SQUAD 18,EMS,0,,1013514.0,2014-08-15,9,11,,9066,1010686,1,32424,1,2009-05-14,40.73450464148997,-74.00040238533066,299.9654003269861,63.05593531363754,Manhattan,Public Safety,False
WALTER LORD GALLERY,DCP,0,X,1001194.0,2012-02-09,5,3,13063015,18589,1082009,2,23449,1,2009-05-14,40.70733267835479,-74.00346603302846,299.70649016676543,60.03854866717981,Manhattan,Cultural Facility,False
BETANCES 4 HOUSES BUILDING 8,DCP,82,X,2001097.0,2018-08-17,3,1,25265509,6957,2000513,1,9005068,2,2009-05-14,40.81342896764926,-73.91693149792626,307.00799497369377,71.82371448087306,Bronx,Residential,False
SOUND VIEW HOUSES BUILDING 13,DCP,316,X,2034959.0,2013-01-09,3,1,26512515,8204,2092611,1,9004236,2,2009-05-14,40.8150673835442,-73.86574306223464,311.32655259370296,72.0110170514407,Bronx,Residential,False
DELURY SQUARE,DCP,0,N,0.0,2020-08-03,5,13,12402001,18360,0,2,23357,1,2009-05-14,40.70910140294336,-74.00510067954117,299.56836433246445,60.23496842978821,Manhattan,Miscellaneous,False
CVS PHARMACY CROSS BAY BLVD,NYPD,0,,327281.0,2016-11-18,2,7,,19019,4294855,1,156121,4,2009-05-14,40.662257959916936,-73.84017324716282,313.5148188985321,55.0454383636267,Queens,Commercial,True
HARBOR ADAM,NYPD,0,,327517.0,2021-06-03,7,8,,18649,4295071,1,151182,4,2009-05-14,40.65924715346992,-73.83940504854647,313.58039295898243,54.71121620742783,Queens,Government Facility (non public safety),True
SOUNDVIEW LIBRARY,DoITT,0,,2035741.0,2019-05-02,2,3,,6032,2021838,2,281779,2,2009-05-14,40.81868135651307,-73.86288974403989,311.56665664661546,72.4127196818971,Bronx,Cultural Facility,False
MASPETH RECYCLING,NYPD,0,,5167260.0,2016-02-16,2,7,,19033,4542904,2,281529,4,2009-05-14,40.72134300742001,-73.92274820847051,306.52624949199003,61.59723863009306,Queens,Commercial,False
ST EDMUNDS PREPARATORY HS,EMS,0,N,3250981.0,2015-07-15,6,2,30000101,19383,3336574,2,26161,3,2009-05-14,40.60096933767445,-73.95202913131251,304.05967977409324,48.2283142077034,Brooklyn,Education Facility,False
CLEAN WATER OF NEW YORK,NYPD,0,,5167880.0,2016-02-16,2,7,,19054,5107168,2,5748,5,2009-05-14,40.64069277168329,-74.16640299538177,285.92330665284726,52.651727675237055,Staten Island,Commercial,False
YOUNG ISRAEL OF VANDERVEER PARK,DoITT,0,,3160659.0,2018-06-19,2,9,,18858,3120967,1,28645,3,2009-05-14,40.63638132160842,-73.94937386230326,304.2821509689776,52.16082241804464,Brooklyn,Religious Institution,False
31 STREET PIER,EMS,0,N,0.0,2013-03-20,7,6,31043501,19365,0,2,20922,3,2009-05-14,40.66063082803027,-74.00732341021528,299.38008546803036,54.8524459637973,Brooklyn,Transportation Facility,False
RAIN BOSTON SECOR SENIOR CENTER,DCP,90,X,2081546.0,2014-05-30,6,5,21384006,18455,2123643,2,9002301,2,2009-05-14,40.88315215672743,-73.83155454914052,314.19647077642594,79.5768150200766,Bronx,Social Services,False
BREUKELEN HOUSES BUILDING 17,DCP,2965,X,3286400,2013-08-01,3,1,32101019,8534,3331299,1,9004211,3,2009-05-14,40.651170465608345,-73.89435630765134,308.9344248411984,53.807262110375,Brooklyn,Residential,False
NEW YORK UNIVERSITY PLESS ANNEX,DoITT,522,X,1011166.0,2023-01-18,7,2,12507697,7662,1008809,1,32596,1,2009-05-14,40.72986081350822,-73.99582905236676,300.3517409560782,62.54025499273765,Manhattan,Education Facility,False
JOSEPH P ADDABBO FEDERAL BUILDING,EMS,0,,239924.0,2016-09-13,2,13,,19412,4451048,2,112925,4,2009-05-14,40.70292320470316,-73.80072010326535,316.84081644668936,59.56803740171675,Queens,Miscellaneous,True
ST PATRICKS CHURCH,NYPD,0,,5077936.0,2022-03-23,1,9,,3711,5107633,1,6828,5,2009-05-14,40.57079631033534,-74.14367240436466,287.8333624877704,44.88657656034207,Staten Island,Religious Institution,False
NAVY OPERATIONAL SUPPORT CENTER,NYPD,403,,0.0,2018-02-27,6,8,,2505,2088641,1,116992,2,2009-05-14,40.808702748039096,-73.80027340392705,316.8517845396493,71.31475927484412,Bronx,Government Facility (non public safety),False
CO-OP CITY EARHART LANE TOWN HOUSES @ 1 TO 8 EARHART LANE,DoITT,515,,5153670.0,2021-06-10,2,1,,7206,2093853,2,221224,2,2009-05-14,40.861696173976746,-73.82265951326113,314.9509934598497,77.19559856400035,Bronx,Residential,False
FOREST HILLS NURSERY & KINDERGARDEN,DoITT,0,,58528.0,2018-07-18,2,5,,5549,4052278,2,82599,4,2009-05-14,40.72540737704283,-73.84339124408903,313.23015844113655,62.057528082599376,Queens,Social Services,False
JACOBI HOSP SHOPS & EMS GARAGE,DCP,419,X,5150557.0,2017-07-11,1,10,21511011,9723,2097546,2,193977,2,2009-05-14,40.85512440334496,-73.84422715660597,313.13392204861105,76.46234464679236,Bronx,Health Services,True
NEW BUSY BEE LEARNING CENTER,DoITT,0,,350271.0,2016-06-20,2,5,,5599,4268328,1,59355,4,2009-05-14,40.67921277349579,-73.77973476704705,318.6209340403104,56.939306889450116,Queens,Social Services,False
ST MARKS EPISCOPAL CHURCH,EMS,0,,33201.0,2016-06-06,1,9,,7241,4028776,1,153518,4,2009-05-14,40.75405788197642,-73.88549008541978,309.6693679017615,65.23361108384672,Queens,Religious Institution,False
BORICUA COLLEGE NORTHSIDE CAMPUS,DoITT,0,,3079692.0,2016-02-04,7,2,,9576,3062216,2,34943,3,2009-05-14,40.71665853988652,-73.95770164999718,303.5733502374594,61.07502285715519,Brooklyn,Education Facility,False
ORACH CHAIM CONGREGATION,EMS,0,,1038017.0,2018-05-29,2,9,,3340,1048445,2,37793,1,2009-05-14,40.78480322056873,-73.95148220167492,304.0946653398207,68.64265688110312,Manhattan,Religious Institution,False
ENGINE 314,EMS,0,,319683.0,2014-08-11,6,11,,10488,4287743,2,63630,4,2009-05-14,40.6640515696659,-73.7406989816308,321.9260510218039,55.26473695226385,Queens,Public Safety,False
ENGINE 230,EMS,0,,3060325.0,2014-08-06,6,11,,9628,3048373,1,31183,3,2009-05-14,40.69799164854175,-73.94751138991072,304.43560881577406,59.00257173055138,Brooklyn,Public Safety,False
PARKSIDE HOUSES BUILDING 6,DCP,268,X,2060587.0,2013-01-02,3,1,25703007,17167,2101750,1,9003842,2,2009-05-14,40.86819629684823,-73.86852383689713,311.08308543454996,77.91062362237054,Bronx,Residential,False
ENGINE 14,EMS,0,,1019705.0,2014-08-04,6,11,,12343,1016141,2,32816,1,2009-05-14,40.7379998500014,-73.99097331647174,300.7618474639998,63.44411127250928,Manhattan,Public Safety,False
