name,latitude,longitude,state_id,state_name,county_fips,population,density,timezone,entity_type,entity_subtype,page_views,is_test
New York,40.6943,-73.9249,NY,New York,36081.0,18972871.0,10768.2,America/New_York,city,,,False
Los Angeles,34.1141,-118.4068,CA,California,6037.0,12121244.0,3267.6,America/Los_Angeles,city,,,False
Chicago,41.8375,-87.6866,IL,Illinois,17031.0,8595181.0,4576.6,America/Chicago,city,,,False
Miami,25.784,-80.2101,FL,Florida,12086.0,5711945.0,4945.7,America/New_York,city,,,True
Dallas,32.7935,-96.7667,TX,Texas,48113.0,5668165.0,1522.2,America/Chicago,city,,,False
Houston,29.786,-95.3885,TX,Texas,48201.0,5650910.0,1394.6,America/Chicago,city,,,False
Philadelphia,40.0077,-75.1339,PA,Pennsylvania,42101.0,5512873.0,4544.9,America/New_York,city,,,True
Atlanta,33.7628,-84.422,GA,Georgia,13121.0,5046555.0,1419.9,America/New_York,city,,,False
Washington,38.9047,-77.0163,DC,District of Columbia,11001.0,4810669.0,4434.0,America/New_York,city,,,False
Boston,42.3188,-71.0852,MA,Massachusetts,25025.0,4208580.0,5505.8,America/New_York,city,,,False
Phoenix,33.5722,-112.0892,AZ,Arizona,4013.0,4047095.0,1235.5,America/Phoenix,city,,,False
Detroit,42.3834,-83.1024,MI,Michigan,26163.0,3522856.0,1871.2,America/Detroit,city,,,False
Seattle,47.6211,-122.3244,WA,Washington,53033.0,3438221.0,3412.2,America/Los_Angeles,city,,,False
San Francisco,37.7558,-122.4449,CA,California,6075.0,3290197.0,7199.4,America/Los_Angeles,city,,,True
San Diego,32.8313,-117.1222,CA,California,6073.0,3084174.0,1675.9,America/Los_Angeles,city,,,False
Minneapolis,44.9635,-93.2678,MN,Minnesota,27053.0,2856952.0,3035.5,America/Chicago,city,,,True
Brooklyn,40.6501,-73.9496,NY,New York,36047.0,2736074.0,15200.5,America/New_York,city,,,False
Tampa,27.9945,-82.4447,FL,Florida,12057.0,2683956.0,1340.7,America/New_York,city,,,False
Denver,39.762,-104.8758,CO,Colorado,8031.0,2650725.0,1805.7,America/Denver,city,,,False
Queens,40.7498,-73.7976,NY,New York,36081.0,2405464.0,8503.7,America/New_York,city,,,False
Baltimore,39.3051,-76.6144,MD,Maryland,24510.0,2205092.0,2872.8,America/New_York,city,,,False
Las Vegas,36.2333,-115.2654,NV,Nevada,32003.0,2150373.0,1754.7,America/Los_Angeles,city,,,False
St. Louis,38.6359,-90.2451,MO,Missouri,29510.0,2092481.0,1905.7,America/Chicago,city,,,False
Portland,45.5371,-122.65,OR,Oregon,41051.0,2036875.0,1881.6,America/Los_Angeles,city,,,False
Riverside,33.9381,-117.3949,CA,California,6065.0,2022285.0,1557.0,America/Los_Angeles,city,,,True
Orlando,28.4773,-81.337,FL,Florida,12095.0,1927699.0,992.0,America/New_York,city,,,True
Sacramento,38.5677,-121.4685,CA,California,6067.0,1924167.0,1971.3,America/Los_Angeles,city,,,False
San Antonio,29.4632,-98.5238,TX,Texas,48029.0,1910785.0,1184.5,America/Chicago,city,,,False
San Jose,37.3012,-121.848,CA,California,6085.0,1729879.0,2229.0,America/Los_Angeles,city,,,False
Pittsburgh,40.4397,-79.9763,PA,Pennsylvania,42003.0,1720279.0,2100.7,America/New_York,city,,,False
Cincinnati,39.1413,-84.506,OH,Ohio,39061.0,1712287.0,1500.2,America/New_York,city,,,False
Manhattan,40.7834,-73.9662,NY,New York,36061.0,1694263.0,28653.9,America/New_York,city,,,True
Cleveland,41.4764,-81.6805,OH,Ohio,39035.0,1683059.0,1904.0,America/New_York,city,,,False
Indianapolis,39.7771,-86.1458,IN,Indiana,18097.0,1659305.0,928.2,America/Indiana/Indianapolis,city,,,False
Austin,30.3005,-97.7522,TX,Texas,48453.0,1659251.0,1165.6,America/Chicago,city,,,False
Kansas City,39.1238,-94.5541,MO,Missouri,29095.0,1644497.0,602.6,America/Chicago,city,,,False
Columbus,39.9862,-82.9855,OH,Ohio,39049.0,1556848.0,1559.5,America/New_York,city,,,True
Charlotte,35.2083,-80.8303,NC,North Carolina,37119.0,1516107.0,1091.0,America/New_York,city,,,False
Virginia Beach,36.7335,-76.0435,VA,Virginia,51810.0,1500764.0,711.4,America/New_York,city,,,False
Bronx,40.8501,-73.8662,NY,New York,36005.0,1472654.0,13356.3,America/New_York,city,,,False
Milwaukee,43.0642,-87.9675,WI,Wisconsin,55079.0,1340981.0,2379.0,America/Chicago,city,,,False
Providence,41.823,-71.4187,RI,Rhode Island,44007.0,1270149.0,3764.8,America/New_York,city,,,False
Jacksonville,30.3322,-81.6749,FL,Florida,12031.0,1220191.0,466.3,America/New_York,city,,,False
Salt Lake City,40.7776,-111.9311,UT,Utah,49035.0,1135344.0,700.3,America/Denver,city,,,False
Nashville,36.1715,-86.7842,TN,Tennessee,47037.0,1098486.0,541.3,America/Chicago,city,,,False
Raleigh,35.8324,-78.6429,NC,North Carolina,37183.0,1062018.0,1232.8,America/New_York,city,,,False
Memphis,35.1087,-89.9663,TN,Tennessee,47157.0,1034498.0,852.1,America/Chicago,city,,,False
Louisville,38.1663,-85.6485,KY,Kentucky,21111.0,1022630.0,907.6,America/New_York,city,,,False
Richmond,37.5295,-77.4756,VA,Virginia,51760.0,1008069.0,1477.0,America/New_York,city,,,False
Buffalo,42.9018,-78.8487,NY,New York,36029.0,1004655.0,2446.1,America/New_York,city,,,False
Oklahoma City,35.4676,-97.5136,OK,Oklahoma,40109.0,994284.0,413.7,America/Chicago,city,,,False
Bridgeport,41.1918,-73.1954,CT,Connecticut,9001.0,975078.0,3485.4,America/New_York,city,,,False
New Orleans,30.0687,-89.9288,LA,Louisiana,22071.0,925443.0,891.2,America/Chicago,city,,,False
Fort Worth,32.7817,-97.3474,TX,Texas,48439.0,908469.0,988.3,America/Chicago,city,,,False
Hartford,41.7661,-72.6834,CT,Connecticut,9003.0,907046.0,2722.5,America/New_York,city,,,False
Tucson,32.1541,-110.8787,AZ,Arizona,4019.0,875284.0,873.6,America/Phoenix,city,,,False
McAllen,26.2252,-98.2467,TX,Texas,48215.0,809002.0,883.4,America/Chicago,city,,,False
Omaha,41.2627,-96.0529,NE,Nebraska,31055.0,806485.0,1299.2,America/Chicago,city,,,False
El Paso,31.8476,-106.43,TX,Texas,48141.0,794344.0,1015.8,America/Denver,city,,,False
Albuquerque,35.1054,-106.6465,NM,New Mexico,35001.0,765693.0,1155.5,America/Denver,city,,,False
Rochester,43.168,-77.6162,NY,New York,36055.0,737309.0,2227.6,America/New_York,city,,,False
Sarasota,27.3387,-82.5432,FL,Florida,12115.0,727388.0,1518.1,America/New_York,city,,,False
Fresno,36.783,-119.7939,CA,California,6019.0,719558.0,1757.3,America/Los_Angeles,city,,,True
Tulsa,36.1283,-95.9042,OK,Oklahoma,40143.0,715983.0,785.8,America/Chicago,city,,,False
Allentown,40.5961,-75.4756,PA,Pennsylvania,42077.0,714136.0,2663.3,America/New_York,city,,,False
Dayton,39.7805,-84.2003,OH,Ohio,39113.0,709300.0,971.7,America/New_York,city,,,False
Birmingham,33.5279,-86.7971,AL,Alabama,1073.0,704676.0,553.9,America/Chicago,city,,,False
Charleston,32.8168,-79.9687,SC,South Carolina,45019.0,685517.0,460.9,America/New_York,city,,,False
Cape Coral,26.6443,-81.9957,FL,Florida,12071.0,682773.0,690.5,America/New_York,city,,,False
Columbia,34.0378,-80.9036,SC,South Carolina,45079.0,640502.0,377.3,America/New_York,city,,,False
Concord,37.9722,-122.0016,CA,California,6013.0,640270.0,1633.1,America/Los_Angeles,city,,,False
Colorado Springs,38.8674,-104.7605,CO,Colorado,8041.0,628808.0,930.0,America/Denver,city,,,False
Springfield,42.1155,-72.5395,MA,Massachusetts,25013.0,620494.0,1861.8,America/New_York,city,,,False
Knoxville,35.9692,-83.9496,TN,Tennessee,47093.0,619925.0,733.3,America/New_York,city,,,False
Baton Rouge,30.442,-91.1311,LA,Louisiana,22033.0,610751.0,993.9,America/Chicago,city,,,False
Ogden,41.2279,-111.9682,UT,Utah,49057.0,608259.0,1221.9,America/Denver,city,,,False
Grand Rapids,42.9619,-85.6562,MI,Michigan,26081.0,604311.0,1719.6,America/Detroit,city,,,False
Albany,42.6664,-73.7987,NY,New York,36001.0,604077.0,1747.3,America/New_York,city,,,False
Bakersfield,35.3529,-119.0359,CA,California,6029.0,590845.0,979.0,America/Los_Angeles,city,,,False
Mission Viejo,33.6096,-117.6551,CA,California,6059.0,588540.0,2091.0,America/Los_Angeles,city,,,False
New Haven,41.3113,-72.9246,CT,Connecticut,9009.0,587648.0,2693.4,America/New_York,city,,,False
Worcester,42.2705,-71.8079,MA,Massachusetts,25027.0,573573.0,1913.8,America/New_York,city,,,False
Provo,40.2457,-111.6457,UT,Utah,49049.0,551645.0,1082.6,America/Denver,city,,,False
Akron,41.0798,-81.5219,OH,Ohio,39153.0,546549.0,1230.5,America/New_York,city,,,False
Palm Bay,27.9631,-80.6593,FL,Florida,12009.0,528322.0,508.2,America/New_York,city,,,True
Des Moines,41.5725,-93.6105,IA,Iowa,19153.0,514654.0,943.2,America/Chicago,city,,,False
Murrieta,33.5719,-117.1909,CA,California,6065.0,509526.0,1310.3,America/Los_Angeles,city,,,False
Mesa,33.4015,-111.7178,AZ,Arizona,4013.0,497752.0,1415.7,America/Phoenix,city,,,True
Staten Island,40.5834,-74.1496,NY,New York,36085.0,495747.0,3286.2,America/New_York,city,,,False
Wichita,37.6895,-97.3443,KS,Kansas,20173.0,491916.0,930.9,America/Chicago,city,,,False
Toledo,41.6638,-83.5827,OH,Ohio,39095.0,490832.0,1319.7,America/New_York,city,,,False
Harrisburg,40.2752,-76.8843,PA,Pennsylvania,42043.0,472261.0,2342.0,America/New_York,city,,,True
Port St. Lucie,27.2796,-80.3884,FL,Florida,12111.0,468979.0,634.0,America/New_York,city,,,True
Long Beach,33.7977,-118.167,CA,California,6037.0,466565.0,3517.9,America/Los_Angeles,city,,,False
Reno,39.5497,-119.8483,NV,Nevada,32031.0,463328.0,889.9,America/Los_Angeles,city,,,False
Madison,43.0822,-89.393,WI,Wisconsin,55025.0,461778.0,1253.6,America/Chicago,city,,,True
Little Rock,34.7256,-92.3577,AR,Arkansas,5119.0,457379.0,637.0,America/Chicago,city,,,False
Greenville,34.8354,-82.3646,SC,South Carolina,45045.0,450487.0,903.6,America/New_York,city,,,True
Denton,33.2175,-97.1418,TX,Texas,48121.0,445814.0,557.5,America/Chicago,city,,,False
Spokane,47.6671,-117.433,WA,Washington,53063.0,440270.0,1230.8,America/Los_Angeles,city,,,False
Oakland,37.7904,-122.2166,CA,California,6001.0,437548.0,2917.1,America/Los_Angeles,city,,,False
Poughkeepsie,41.695,-73.9211,NY,New York,36027.0,423386.0,2277.1,America/New_York,city,,,False
Boise,43.6005,-116.2308,ID,Idaho,16001.0,422665.0,1047.5,America/Boise,city,,,False
Winston-Salem,36.1029,-80.261,NC,North Carolina,37067.0,420400.0,712.9,America/New_York,city,,,True
Syracuse,43.0407,-76.1437,NY,New York,36067.0,418875.0,2196.4,America/New_York,city,,,False
Augusta,33.3645,-82.0708,GA,Georgia,13245.0,409668.0,252.3,America/New_York,city,,,False
Stockton,37.9765,-121.3109,CA,California,6077.0,406822.0,1925.2,America/Los_Angeles,city,,,True
Palm Coast,29.5389,-81.2457,FL,Florida,12035.0,403834.0,357.2,America/New_York,city,,,False
Chattanooga,35.066,-85.2481,TN,Tennessee,47065.0,403233.0,491.9,America/New_York,city,,,False
Kissimmee,28.3041,-81.4169,FL,Florida,12097.0,399929.0,1300.3,America/New_York,city,,,False
Durham,35.9792,-78.9022,NC,North Carolina,37063.0,399762.0,939.7,America/New_York,city,,,False
Victorville,34.5277,-117.3536,CA,California,6071.0,389060.0,644.1,America/Los_Angeles,city,,,False
Aurora,39.7083,-104.7237,CO,Colorado,8005.0,383496.0,915.8,America/Denver,city,,,True
Modesto,37.6375,-121.0028,CA,California,6099.0,382994.0,1923.9,America/Los_Angeles,city,,,False
Scranton,41.4044,-75.6649,PA,Pennsylvania,42069.0,376974.0,1174.7,America/New_York,city,,,False
Oxnard,34.1964,-119.1815,CA,California,6111.0,366330.0,3023.3,America/Los_Angeles,city,,,False
Youngstown,41.0993,-80.6463,OH,Ohio,39099.0,363541.0,730.1,America/New_York,city,,,False
Indio,33.7346,-116.2346,CA,California,6065.0,361831.0,1046.2,America/Los_Angeles,city,,,False
Pensacola,30.4413,-87.1911,FL,Florida,12033.0,360711.0,897.6,America/Chicago,city,,,False
Anaheim,33.839,-117.8574,CA,California,6059.0,348204.0,2711.7,America/Los_Angeles,city,,,False
Bonita Springs,26.3558,-81.7859,FL,Florida,12071.0,347581.0,580.4,America/New_York,city,,,False
Greensboro,36.0956,-79.8271,NC,North Carolina,37081.0,345270.0,872.6,America/New_York,city,,,False
Huntsville,34.6981,-86.6412,AL,Alabama,1089.0,339136.0,351.8,America/Chicago,city,,,True
Corpus Christi,27.7254,-97.3767,TX,Texas,48355.0,333764.0,777.0,America/Chicago,city,,,False
Fort Wayne,41.0888,-85.1436,IN,Indiana,18003.0,330305.0,935.5,America/Indiana/Indianapolis,city,,,False
Ann Arbor,42.2759,-83.731,MI,Michigan,26161.0,327814.0,1658.0,America/Detroit,city,,,False
Jackson,32.3157,-90.2125,MS,Mississippi,28049.0,326977.0,566.0,America/Chicago,city,,,False
Antioch,37.9787,-121.796,CA,California,6013.0,322796.0,1475.4,America/Los_Angeles,city,,,False
Mobile,30.6782,-88.1162,AL,Alabama,1097.0,322079.0,525.9,America/Chicago,city,,,False
Lexington,38.0423,-84.4587,KY,Kentucky,21067.0,321354.0,438.6,America/New_York,city,,,False
Asheville,35.5707,-82.5537,NC,North Carolina,37021.0,316694.0,784.0,America/New_York,city,,,False
Trenton,40.2237,-74.7641,NJ,New Jersey,34021.0,316436.0,4232.8,America/New_York,city,,,False
Santa Rosa,38.4458,-122.7067,CA,California,6097.0,314196.0,1619.6,America/Los_Angeles,city,,,False
Santa Ana,33.7367,-117.8819,CA,California,6059.0,313818.0,4690.9,America/Los_Angeles,city,,,True
Lansing,42.7142,-84.5601,MI,Michigan,26065.0,312829.0,1158.9,America/Detroit,city,,,False
Henderson,36.0133,-115.0381,NV,Nevada,32003.0,311250.0,1124.7,America/Los_Angeles,city,,,False
St. Paul,44.9478,-93.1039,MN,Minnesota,27123.0,309751.0,2272.3,America/Chicago,city,,,False
Lakeland,28.0557,-81.9545,FL,Florida,12105.0,308994.0,642.7,America/New_York,city,,,False
Newark,40.7245,-74.1725,NJ,New Jersey,34013.0,306247.0,4508.4,America/New_York,city,,,False
Fort Collins,40.5477,-105.0656,CO,Colorado,8069.0,301596.0,1120.5,America/Denver,city,,,True
Reading,40.34,-75.9267,PA,Pennsylvania,42011.0,299068.0,3465.0,America/New_York,city,,,False
Irvine,33.6772,-117.7738,CA,California,6059.0,297868.0,1604.7,America/Los_Angeles,city,,,False
The Woodlands,30.1738,-95.5134,TX,Texas,48339.0,292380.0,1021.9,America/Chicago,city,,,False
South Bend,41.6767,-86.2696,IN,Indiana,18141.0,290915.0,944.5,America/Indiana/Indianapolis,city,,,False
Rockford,42.2596,-89.064,IL,Illinois,17201.0,289763.0,877.0,America/Chicago,city,,,False
Savannah,32.0286,-81.1821,GA,Georgia,13051.0,289607.0,517.7,America/New_York,city,,,True
Lincoln,40.8099,-96.6784,NE,Nebraska,31109.0,289136.0,1131.9,America/Chicago,city,,,False
Jersey City,40.7184,-74.0686,NJ,New Jersey,34017.0,287146.0,6878.3,America/New_York,city,,,False
Round Lake Beach,42.3791,-88.0811,IL,Illinois,17097.0,287012.0,2090.5,America/Chicago,city,,,True
Flint,43.0236,-83.6921,MI,Michigan,26049.0,286324.0,1108.4,America/Detroit,city,,,False
Shreveport,32.4653,-93.7955,LA,Louisiana,22017.0,286200.0,678.0,America/Chicago,city,,,False
Plano,33.0502,-96.7486,TX,Texas,48085.0,282181.0,1555.8,America/Chicago,city,,,False
Myrtle Beach,33.7094,-78.8844,SC,South Carolina,45051.0,281180.0,551.9,America/New_York,city,,,False
Davenport,41.5565,-90.6053,IA,Iowa,19163.0,280282.0,618.5,America/Chicago,city,,,True
Canton,40.8078,-81.3676,OH,Ohio,39151.0,277741.0,1038.8,America/New_York,city,,,False
Santa Clarita,34.4175,-118.4964,CA,California,6037.0,275230.0,1159.7,America/Los_Angeles,city,,,True
Chula Vista,32.6281,-117.0144,CA,California,6073.0,274818.0,2090.7,America/Los_Angeles,city,,,False
Eugene,44.0564,-123.1174,OR,Oregon,41039.0,273904.0,1489.3,America/Los_Angeles,city,,,False
Chandler,33.2825,-111.8514,AZ,Arizona,4013.0,272439.0,1515.9,America/Phoenix,city,,,False
Salem,44.9233,-123.0244,OR,Oregon,41047.0,268634.0,1358.7,America/Los_Angeles,city,,,True
Gilbert,33.31,-111.7463,AZ,Arizona,4013.0,262249.0,1398.0,America/Phoenix,city,,,False
Lubbock,33.5657,-101.8879,TX,Texas,48303.0,259946.0,736.6,America/Chicago,city,,,False
North Las Vegas,36.2883,-115.0888,NV,Nevada,32003.0,259638.0,933.1,America/Los_Angeles,city,,,False
St. Petersburg,27.7931,-82.6652,FL,Florida,12103.0,258245.0,1647.5,America/New_York,city,,,False
Tallahassee,30.4551,-84.2527,FL,Florida,12073.0,257648.0,731.2,America/New_York,city,,,False
Laredo,27.5625,-99.4874,TX,Texas,48479.0,256748.0,941.8,America/Chicago,city,,,False
Avondale,33.3873,-112.3235,AZ,Arizona,4013.0,254537.0,698.1,America/Phoenix,city,,,False
Irving,32.8583,-96.9702,TX,Texas,48113.0,254184.0,1386.2,America/Chicago,city,,,False
Montgomery,32.3482,-86.2668,AL,Alabama,1101.0,253711.0,480.8,America/Chicago,city,,,False
Visalia,36.3276,-119.3269,CA,California,6107.0,249804.0,1352.8,America/Los_Angeles,city,,,False
McKinney,33.2016,-96.667,TX,Texas,48085.0,248840.0,1102.4,America/Chicago,city,,,True
Wilmington,34.2099,-77.8866,NC,North Carolina,37129.0,247372.0,917.6,America/New_York,city,,,False
Chesapeake,36.6778,-76.3023,VA,Virginia,51550.0,247172.0,276.8,America/New_York,city,,,False
Garland,32.91,-96.6304,TX,Texas,48113.0,245075.0,1613.1,America/Chicago,city,,,False
Kennewick,46.1978,-119.1732,WA,Washington,53005.0,241230.0,1144.9,America/Los_Angeles,city,,,False
Winter Haven,28.0118,-81.7014,FL,Florida,12105.0,240768.0,504.8,America/New_York,city,,,False
Scottsdale,33.6872,-111.8651,AZ,Arizona,4013.0,238685.0,535.1,America/Phoenix,city,,,True
Norfolk,36.8945,-76.259,VA,Virginia,51710.0,238556.0,1770.5,America/New_York,city,,,False
Killeen,31.0753,-97.7297,TX,Texas,48027.0,238288.0,1046.1,America/Chicago,city,,,False
York,39.9651,-76.7315,PA,Pennsylvania,42133.0,236818.0,3211.3,America/New_York,city,,,False
Atlantic City,39.3797,-74.4527,NJ,New Jersey,34001.0,236314.0,1356.1,America/New_York,city,,,False
Nashua,42.7491,-71.491,NH,New Hampshire,33011.0,235982.0,1115.1,America/New_York,city,,,False
Brownsville,25.9975,-97.458,TX,Texas,48061.0,235735.0,534.4,America/Matamoros,city,,,False
Fremont,37.5265,-121.9843,CA,California,6001.0,231502.0,1160.9,America/Los_Angeles,city,,,False
Gulfport,30.4274,-89.0704,MS,Mississippi,28047.0,231423.0,497.4,America/Chicago,city,,,False
Evansville,37.9881,-87.5341,IN,Indiana,18163.0,226788.0,965.5,America/Chicago,city,,,False
Hialeah,25.8696,-80.3045,FL,Florida,12086.0,224362.0,4184.1,America/New_York,city,,,False
Navarre,30.4174,-86.8907,FL,Florida,12113.0,223951.0,625.9,America/Chicago,city,,,False
Bel Air South,39.5022,-76.3113,MD,Maryland,24025.0,222834.0,998.6,America/New_York,city,,,False
North Port,27.0576,-82.1977,FL,Florida,12115.0,221616.0,267.2,America/New_York,city,,,False
San Bernardino,34.1416,-117.2943,CA,California,6071.0,220821.0,1347.0,America/Los_Angeles,city,,,False
Enterprise,36.0091,-115.2278,NV,Nevada,32003.0,219566.0,1255.4,America/Los_Angeles,city,,,False
Bremerton,47.5436,-122.7121,WA,Washington,53035.0,219538.0,560.3,America/Los_Angeles,city,,,True
Green Bay,44.5148,-87.9895,WI,Wisconsin,55009.0,219472.0,887.2,America/Chicago,city,,,False
Appleton,44.278,-88.3892,WI,Wisconsin,55087.0,218448.0,1150.9,America/Chicago,city,,,True
Spring Valley,36.0952,-115.2636,NV,Nevada,32003.0,217441.0,2378.2,America/Los_Angeles,city,,,False
Tacoma,47.2431,-122.4531,WA,Washington,53053.0,217332.0,1675.7,America/Los_Angeles,city,,,False
Spartanburg,34.9442,-81.9251,SC,South Carolina,45083.0,216021.0,713.9,America/New_York,city,,,True
Roanoke,37.2785,-79.9581,VA,Virginia,51770.0,215781.0,900.1,America/New_York,city,,,False
Deltona,28.905,-81.2137,FL,Florida,12127.0,212616.0,950.1,America/New_York,city,,,True
Kalamazoo,42.2749,-85.5882,MI,Michigan,26077.0,212033.0,1190.0,America/Detroit,city,,,False
Thousand Oaks,34.1914,-118.8756,CA,California,6111.0,211045.0,891.9,America/Los_Angeles,city,,,False
Hickory,35.741,-81.3223,NC,North Carolina,37035.0,211042.0,515.4,America/New_York,city,,,False
Yonkers,40.9466,-73.8673,NY,New York,36119.0,209730.0,4292.6,America/New_York,city,,,False
Moreno Valley,33.9244,-117.2045,CA,California,6065.0,208371.0,1570.3,America/Los_Angeles,city,,,True
Fontana,34.0968,-117.4599,CA,California,6071.0,208087.0,1906.8,America/Los_Angeles,city,,,False
College Station,30.5852,-96.2959,TX,Texas,48041.0,207514.0,874.0,America/Chicago,city,,,False
Fargo,46.8651,-96.8292,ND,North Dakota,38017.0,207310.0,949.4,America/Chicago,city,,,False
Amarillo,35.1984,-101.8316,TX,Texas,48375.0,204357.0,748.0,America/Chicago,city,,,False
Norwich,41.5495,-72.0882,CT,Connecticut,9011.0,201726.0,538.1,America/New_York,city,,,True
Olympia,47.0417,-122.8959,WA,Washington,53067.0,200836.0,1108.0,America/Los_Angeles,city,,,False
Waterbury,41.5582,-73.0361,CT,Connecticut,9009.0,199552.0,1460.0,America/New_York,city,,,False
Salinas,36.6883,-121.6317,CA,California,6053.0,199290.0,2564.3,America/Los_Angeles,city,,,False
Huntington,38.4109,-82.4345,WV,West Virginia,54011.0,199133.0,1098.3,America/New_York,city,,,False
Huntington Beach,33.696,-118.0018,CA,California,6059.0,198735.0,2857.1,America/Los_Angeles,city,,,False
Clarksville,36.5692,-87.3413,TN,Tennessee,47125.0,198689.0,605.6,America/Chicago,city,,,False
Santa Barbara,34.4285,-119.7202,CA,California,6083.0,198240.0,1799.4,America/Los_Angeles,city,,,False
Sunrise Manor,36.1783,-115.0487,NV,Nevada,32003.0,196411.0,2269.8,America/Los_Angeles,city,,,False
Grand Prairie,32.6871,-97.0208,TX,Texas,48113.0,195992.0,1032.1,America/Chicago,city,,,False
Overland Park,38.887,-94.687,KS,Kansas,20091.0,195249.0,993.3,America/Chicago,city,,,False
Hagerstown,39.6401,-77.7217,MD,Maryland,24043.0,194602.0,1229.4,America/New_York,city,,,False
Nampa,43.5844,-116.5638,ID,Idaho,16027.0,194547.0,1090.5,America/Boise,city,,,False
Gastonia,35.2494,-81.1854,NC,North Carolina,37071.0,194190.0,572.0,America/New_York,city,,,True
Frisco,33.156,-96.8216,TX,Texas,48085.0,193140.0,1059.7,America/Chicago,city,,,False
Cedar Rapids,41.9662,-91.6783,IA,Iowa,19113.0,192714.0,712.9,America/Chicago,city,,,False
Hemet,33.7341,-116.9969,CA,California,6065.0,191170.0,1116.6,America/Los_Angeles,city,,,False
Paradise,36.0872,-115.1355,NV,Nevada,32003.0,189852.0,1758.7,America/Los_Angeles,city,,,False
Sioux Falls,43.5396,-96.7311,SD,South Dakota,46099.0,189258.0,879.9,America/Chicago,city,,,False
Vancouver,45.6366,-122.5967,WA,Washington,53011.0,188331.0,1447.8,America/Los_Angeles,city,,,False
Waco,31.5599,-97.1882,TX,Texas,48309.0,187172.0,599.5,America/Chicago,city,,,False
Lorain,41.4409,-82.184,OH,Ohio,39093.0,186500.0,1044.0,America/New_York,city,,,False
Erie,42.1167,-80.0733,PA,Pennsylvania,42049.0,186489.0,1948.6,America/New_York,city,,,False
Newport News,37.1051,-76.5185,VA,Virginia,51700.0,185069.0,1005.1,America/New_York,city,,,False
Fort Lauderdale,26.1412,-80.1464,FL,Florida,12011.0,182247.0,2029.7,America/New_York,city,,,False
Vallejo,38.1125,-122.2342,CA,California,6095.0,181882.0,1539.3,America/Los_Angeles,city,,,False
Murfreesboro,35.849,-86.4121,TN,Tennessee,47149.0,181450.0,863.0,America/Chicago,city,,,False
Spring Hill,28.4798,-82.53,FL,Florida,12053.0,179668.0,732.9,America/New_York,city,,,False
Tempe,33.3881,-111.9319,AZ,Arizona,4013.0,178862.0,1852.3,America/Phoenix,city,,,False
High Point,35.991,-79.9937,NC,North Carolina,37081.0,178800.0,768.9,America/New_York,city,,,False
Medford,42.3372,-122.854,OR,Oregon,41029.0,178457.0,1224.5,America/Los_Angeles,city,,,False
Danbury,41.4015,-73.4709,CT,Connecticut,9001.0,177722.0,777.6,America/New_York,city,,,False
Elk Grove,38.4161,-121.3842,CA,California,6067.0,175510.0,1594.1,America/Los_Angeles,city,,,False
Ontario,34.0393,-117.6064,CA,California,6071.0,175223.0,1376.8,America/Los_Angeles,city,,,False
Frederick,39.4337,-77.4141,MD,Maryland,24021.0,175032.0,1158.3,America/New_York,city,,,True
Vero Beach South,27.6132,-80.4163,FL,Florida,12061.0,174748.0,939.5,America/New_York,city,,,False
Ocala,29.178,-82.1511,FL,Florida,12083.0,174618.0,490.4,America/New_York,city,,,False
Oceanside,33.2247,-117.3083,CA,California,6073.0,174461.0,1643.7,America/Los_Angeles,city,,,False
Rancho Cucamonga,34.1247,-117.5667,CA,California,6071.0,173946.0,1478.4,America/Los_Angeles,city,,,False
Garden Grove,33.7787,-117.9601,CA,California,6059.0,172708.0,3714.5,America/Los_Angeles,city,,,True
Cary,35.7819,-78.8195,NC,North Carolina,37183.0,171603.0,1101.0,America/New_York,city,,,False
Pembroke Pines,26.0128,-80.3382,FL,Florida,12011.0,170346.0,2031.8,America/New_York,city,,,False
Palmdale,34.5944,-118.1057,CA,California,6037.0,167987.0,557.8,America/Los_Angeles,city,,,True
Manchester,42.9848,-71.4447,NH,New Hampshire,33011.0,167568.0,1312.6,America/New_York,city,,,False
Santa Cruz,36.9789,-122.0346,CA,California,6087.0,165933.0,1970.2,America/Los_Angeles,city,,,False
Marysville,48.0809,-122.1561,WA,Washington,53061.0,164655.0,1295.4,America/Los_Angeles,city,,,False
Muskegon,43.2281,-86.2562,MI,Michigan,26121.0,164136.0,1018.7,America/Detroit,city,,,False
Hayward,37.6328,-122.0766,CA,California,6001.0,162254.0,1338.3,America/Los_Angeles,city,,,False
New Bedford,41.6697,-70.9428,MA,Massachusetts,25005.0,158353.0,1840.8,America/New_York,city,,,False
Alexandria,38.8185,-77.0861,VA,Virginia,51510.0,158185.0,4092.5,America/New_York,city,,,True
Paterson,40.9147,-74.1624,NJ,New Jersey,34031.0,157927.0,6676.6,America/New_York,city,,,False
Corona,33.8616,-117.5649,CA,California,6065.0,157844.0,1625.1,America/Los_Angeles,city,,,False
Merced,37.3057,-120.4779,CA,California,6047.0,157617.0,1396.0,America/Los_Angeles,city,,,True
Warner Robins,32.5961,-83.6527,GA,Georgia,13153.0,157416.0,786.6,America/New_York,city,,,False
Port Arthur,29.8554,-93.9264,TX,Texas,48245.0,156988.0,278.2,America/Chicago,city,,,False
Macon,32.8065,-83.6974,GA,Georgia,13021.0,156711.0,236.9,America/New_York,city,,,False
