name,latitude,longitude,state_id,state_name,county_fips,population,density,timezone,entity_type,entity_subtype,page_views,is_test
Millbrook,32.5027,-86.3737,AL,Alabama,1051.0,16675.0,435.8,America/Chicago,city,,,True
East Highland Park,37.577,-77.3865,VA,Virginia,51087.0,16669.0,725.2,America/New_York,city,,,True
Lake St. Louis,38.7846,-90.7886,MO,Missouri,29183.0,16665.0,739.5,America/Chicago,city,,,True
Washougal,45.5825,-122.3451,WA,Washington,53011.0,16664.0,1033.6,America/Los_Angeles,city,,,False
Palmetto Estates,25.6211,-80.3616,FL,Florida,12086.0,16612.0,2937.2,America/New_York,city,,,False
Bellmore,40.6569,-73.5285,NY,New York,36059.0,16603.0,2599.9,America/New_York,city,,,False
Humble,29.9921,-95.2655,TX,Texas,48201.0,16603.0,616.2,America/Chicago,city,,,False
Fairview Heights,38.5974,-90.0053,IL,Illinois,17163.0,16601.0,545.3,America/Chicago,city,,,True
Red Wing,44.5817,-92.6036,MN,Minnesota,27049.0,16596.0,181.4,America/Chicago,city,,,False
Beaver Dam,43.4688,-88.8309,WI,Wisconsin,55027.0,16594.0,861.8,America/Chicago,city,,,False
Morton,40.6135,-89.4669,IL,Illinois,17179.0,16591.0,475.9,America/Chicago,city,,,False
Bluffdale,40.4744,-111.9381,UT,Utah,49035.0,16576.0,513.1,America/Denver,city,,,False
Hampton Bays,40.8695,-72.5225,NY,New York,36103.0,16546.0,438.3,America/New_York,city,,,False
Ojus,25.9563,-80.1606,FL,Florida,12086.0,16530.0,2473.8,America/New_York,city,,,False
Sunland Park,31.8201,-106.5958,NM,New Mexico,35013.0,16488.0,499.7,America/Denver,city,,,True
Cloverly,39.1064,-76.9995,MD,Maryland,24031.0,16473.0,610.5,America/New_York,city,,,False
Clearlake,38.9589,-122.633,CA,California,6033.0,16468.0,584.3,America/Los_Angeles,city,,,False
Lake Mary,28.7592,-81.336,FL,Florida,12117.0,16459.0,722.7,America/New_York,city,,,False
McKinleyville,40.9488,-124.0857,CA,California,6023.0,16457.0,307.8,America/Los_Angeles,city,,,False
Walnut Park,33.9682,-118.222,CA,California,6037.0,16453.0,8211.9,America/Los_Angeles,city,,,False
South Venice,27.0444,-82.4155,FL,Florida,12115.0,16426.0,1073.2,America/New_York,city,,,False
Center Point,33.6447,-86.6852,AL,Alabama,1073.0,16422.0,992.2,America/Chicago,city,,,True
Dyer,41.4977,-87.509,IN,Indiana,18089.0,16422.0,995.6,America/Chicago,city,,,False
Vincent,34.0983,-117.9238,CA,California,6037.0,16399.0,4300.6,America/Los_Angeles,city,,,False
Wolf Trap,38.9395,-77.2842,VA,Virginia,51059.0,16394.0,651.2,America/New_York,city,,,False
Ham Lake,45.2545,-93.2039,MN,Minnesota,27003.0,16389.0,186.6,America/Chicago,city,,,True
Pearl River,41.0615,-74.0047,NY,New York,36087.0,16387.0,928.7,America/New_York,city,,,False
Fillmore,34.3989,-118.9174,CA,California,6111.0,16373.0,1827.4,America/Los_Angeles,city,,,False
North Decatur,33.8074,-84.2889,GA,Georgia,13089.0,16369.0,1244.7,America/New_York,city,,,True
South Houston,29.6611,-95.2285,TX,Texas,48201.0,16354.0,2220.8,America/Chicago,city,,,False
Grosse Pointe Woods,42.4366,-82.8987,MI,Michigan,26163.0,16353.0,1835.7,America/Detroit,city,,,True
Troutdale,45.5372,-122.3955,OR,Oregon,41051.0,16353.0,1067.1,America/Los_Angeles,city,,,False
New Port Richey,28.2468,-82.717,FL,Florida,12101.0,16348.0,1402.1,America/New_York,city,,,False
Sunnyside,46.3157,-120.0058,WA,Washington,53077.0,16343.0,857.1,America/Los_Angeles,city,,,True
North Arlington,40.7874,-74.1273,NJ,New Jersey,34003.0,16339.0,2437.1,America/New_York,city,,,False
Stanford,37.4252,-122.1674,CA,California,6085.0,16333.0,2274.1,America/Los_Angeles,city,,,False
Fort Hunt,38.7361,-77.0589,VA,Virginia,51059.0,16322.0,1081.1,America/New_York,city,,,False
Poplar Bluff,36.7632,-90.4135,MO,Missouri,29023.0,16318.0,498.9,America/Chicago,city,,,True
Albemarle,35.3594,-80.1915,NC,North Carolina,37167.0,16318.0,354.1,America/New_York,city,,,False
Lemay,38.5325,-90.2845,MO,Missouri,29189.0,16312.0,1559.2,America/Chicago,city,,,False
Opa-locka,25.8997,-80.2551,FL,Florida,12086.0,16310.0,1434.8,America/New_York,city,,,True
Susanville,40.4206,-120.6132,CA,California,6035.0,16305.0,727.6,America/Los_Angeles,city,,,True
Sayville,40.7478,-73.084,NY,New York,36103.0,16290.0,1156.3,America/New_York,city,,,False
Crawfordsville,40.0428,-86.8976,IN,Indiana,18107.0,16279.0,640.6,America/Indiana/Indianapolis,city,,,False
Mercedes,26.1533,-97.9128,TX,Texas,48215.0,16274.0,541.9,America/Chicago,city,,,True
Olivehurst,39.0795,-121.5566,CA,California,6115.0,16262.0,695.2,America/Los_Angeles,city,,,False
Welby,39.8403,-104.9655,CO,Colorado,8001.0,16260.0,1602.4,America/Denver,city,,,True
Vero Beach,27.6463,-80.393,FL,Florida,12061.0,16254.0,576.3,America/New_York,city,,,False
Hermitage,41.2305,-80.4413,PA,Pennsylvania,42085.0,16240.0,204.5,America/New_York,city,,,True
Dyersburg,36.0465,-89.3777,TN,Tennessee,47045.0,16235.0,365.0,America/Chicago,city,,,False
Hibbing,47.398,-92.9486,MN,Minnesota,27137.0,16224.0,33.8,America/Chicago,city,,,False
Fairburn,33.5496,-84.5914,GA,Georgia,13121.0,16215.0,364.4,America/New_York,city,,,False
Tahlequah,35.9112,-94.977,OK,Oklahoma,40021.0,16213.0,508.3,America/Chicago,city,,,False
Griffith,41.5277,-87.4239,IN,Indiana,18089.0,16213.0,805.2,America/Chicago,city,,,False
Radford,37.1229,-80.5587,VA,Virginia,51750.0,16205.0,711.6,America/New_York,city,,,False
Floral Park,40.7227,-73.7029,NY,New York,36059.0,16180.0,4341.8,America/New_York,city,,,False
Lake Wales,27.9195,-81.5961,FL,Florida,12105.0,16173.0,338.4,America/New_York,city,,,False
Americus,32.0736,-84.2248,GA,Georgia,13261.0,16144.0,521.1,America/New_York,city,,,False
Warrington,30.3835,-87.2946,FL,Florida,12033.0,16140.0,875.1,America/Chicago,city,,,True
Colonial Park,40.2987,-76.8069,PA,Pennsylvania,42043.0,16132.0,1183.6,America/New_York,city,,,False
Spanish Springs,39.6568,-119.6694,NV,Nevada,32031.0,16131.0,110.0,America/Los_Angeles,city,,,False
Calera,33.1254,-86.7449,AL,Alabama,1117.0,16126.0,228.5,America/Chicago,city,,,False
Parkway,38.4993,-121.452,CA,California,6067.0,16091.0,2609.3,America/Los_Angeles,city,,,False
South River,40.4455,-74.3783,NJ,New Jersey,34023.0,16087.0,2200.7,America/New_York,city,,,True
Red Hill,33.7777,-79.0111,SC,South Carolina,45051.0,16060.0,569.7,America/New_York,city,,,False
River Falls,44.8609,-92.6247,WI,Wisconsin,55093.0,16058.0,852.6,America/Chicago,city,,,False
Sikeston,36.8854,-89.5877,MO,Missouri,29201.0,16054.0,375.4,America/Chicago,city,,,True
Bay Village,41.4851,-81.9317,OH,Ohio,39035.0,16051.0,1290.3,America/New_York,city,,,False
Grandville,42.9004,-85.7564,MI,Michigan,26081.0,16043.0,847.4,America/Detroit,city,,,False
Prospect Heights,42.1039,-87.9267,IL,Illinois,17031.0,16021.0,1450.1,America/Chicago,city,,,True
Kings Park,40.8881,-73.2475,NY,New York,36103.0,16008.0,934.8,America/New_York,city,,,False
Gatesville,31.4445,-97.7317,TX,Texas,48099.0,15997.0,496.6,America/Chicago,city,,,False
West Richland,46.3115,-119.3999,WA,Washington,53005.0,15988.0,259.1,America/Los_Angeles,city,,,False
Murraysville,34.2919,-77.8429,NC,North Carolina,37129.0,15976.0,724.9,America/New_York,city,,,False
Middleburg Heights,41.3696,-81.815,OH,Ohio,39035.0,15975.0,742.9,America/New_York,city,,,False
Hot Springs Village,34.6566,-92.9643,AR,Arkansas,5051.0,15970.0,104.2,America/Chicago,city,,,False
Muscle Shoals,34.7432,-87.6343,AL,Alabama,1033.0,15969.0,330.4,America/Chicago,city,,,False
Ripon,37.7417,-121.131,CA,California,6077.0,15961.0,1163.8,America/Los_Angeles,city,,,False
Firestone,40.1565,-104.9494,CO,Colorado,8123.0,15949.0,371.8,America/Denver,city,,,False
The Dalles,45.6053,-121.1818,OR,Oregon,41065.0,15942.0,899.5,America/Los_Angeles,city,,,False
Saraland,30.8479,-88.1004,AL,Alabama,1097.0,15942.0,174.9,America/Chicago,city,,,False
Rutland,43.6092,-72.9783,VT,Vermont,50021.0,15934.0,777.4,America/New_York,city,,,False
Stallings,35.1088,-80.6598,NC,North Carolina,37179.0,15932.0,727.3,America/New_York,city,,,False
Marco Island,25.933,-81.6993,FL,Florida,12021.0,15929.0,570.5,America/New_York,city,,,False
Coos Bay,43.3789,-124.233,OR,Oregon,41011.0,15921.0,593.1,America/Los_Angeles,city,,,False
Gardendale,33.6677,-86.8069,AL,Alabama,1073.0,15920.0,235.6,America/Chicago,city,,,False
Overland,38.6966,-90.3689,MO,Missouri,29189.0,15908.0,1376.4,America/Chicago,city,,,False
Warsaw,41.2448,-85.8465,IN,Indiana,18085.0,15905.0,454.1,America/Indiana/Indianapolis,city,,,False
Richmond Hill,31.9012,-81.3125,GA,Georgia,13029.0,15900.0,215.1,America/New_York,city,,,False
Fort Drum,44.045,-75.7845,NY,New York,36045.0,15895.0,350.9,America/New_York,city,,,False
Aldine,29.9123,-95.3784,TX,Texas,48201.0,15887.0,799.9,America/Chicago,city,,,False
Opelousas,30.5252,-92.0816,LA,Louisiana,22097.0,15884.0,666.6,America/Chicago,city,,,True
Coto de Caza,33.5959,-117.586,CA,California,6059.0,15873.0,767.9,America/Los_Angeles,city,,,False
Waterville,44.5441,-69.6624,ME,Maine,23011.0,15872.0,474.3,America/New_York,city,,,False
Fort Mohave,35.0004,-114.5748,AZ,Arizona,4015.0,15872.0,370.3,America/Phoenix,city,,,False
St. Simons,31.1775,-81.3857,GA,Georgia,13127.0,15865.0,358.2,America/New_York,city,,,False
Hollins,37.3434,-79.9534,VA,Virginia,51161.0,15857.0,678.1,America/New_York,city,,,False
Dickson,36.0637,-87.3665,TN,Tennessee,47043.0,15855.0,295.7,America/Chicago,city,,,True
New Cassel,40.7602,-73.5649,NY,New York,36059.0,15841.0,3915.5,America/New_York,city,,,False
Mount Dora,28.8142,-81.6344,FL,Florida,12069.0,15830.0,656.8,America/New_York,city,,,False
Sulphur Springs,33.1421,-95.6122,TX,Texas,48223.0,15825.0,302.5,America/Chicago,city,,,False
Lithia Springs,33.7811,-84.6487,GA,Georgia,13097.0,15825.0,504.0,America/New_York,city,,,False
Kerman,36.7248,-120.0625,CA,California,6019.0,15817.0,1715.4,America/Los_Angeles,city,,,False
Glenmont,39.0698,-77.0467,MD,Maryland,24031.0,15795.0,2083.6,America/New_York,city,,,False
Talladega,33.4333,-86.0986,AL,Alabama,1121.0,15782.0,228.3,America/Chicago,city,,,False
Stone Ridge,38.9294,-77.5557,VA,Virginia,51107.0,15776.0,2245.9,America/New_York,city,,,True
Westbury,40.7599,-73.5891,NY,New York,36059.0,15772.0,2527.1,America/New_York,city,,,False
Highland Village,33.0897,-97.0615,TX,Texas,48121.0,15769.0,1165.7,America/Chicago,city,,,True
Glenn Heights,32.5506,-96.8548,TX,Texas,48113.0,15741.0,708.3,America/Chicago,city,,,True
Mount Clemens,42.5977,-82.8821,MI,Michigan,26099.0,15735.0,1529.3,America/Detroit,city,,,True
Isla Vista,34.4128,-119.8614,CA,California,6083.0,15732.0,11020.0,America/Los_Angeles,city,,,True
Elkton,39.6066,-75.8209,MD,Maryland,24015.0,15724.0,679.7,America/New_York,city,,,False
White Center,47.5086,-122.3479,WA,Washington,53033.0,15716.0,2718.3,America/Los_Angeles,city,,,True
Hewitt,31.452,-97.196,TX,Texas,48309.0,15707.0,808.4,America/Chicago,city,,,False
Auburndale,28.0963,-81.8012,FL,Florida,12105.0,15704.0,462.2,America/New_York,city,,,False
Discovery Bay,37.9063,-121.599,CA,California,6013.0,15704.0,1098.2,America/Los_Angeles,city,,,True
Los Osos,35.3065,-120.8242,CA,California,6079.0,15692.0,489.3,America/Los_Angeles,city,,,False
Lady Lake,28.9241,-81.9299,FL,Florida,12069.0,15683.0,728.1,America/New_York,city,,,False
Macomb,40.4709,-90.6807,IL,Illinois,17109.0,15681.0,643.1,America/Chicago,city,,,False
Mitchell,43.7294,-98.0337,SD,South Dakota,46035.0,15677.0,536.0,America/Chicago,city,,,False
Chickasha,35.0409,-97.9474,OK,Oklahoma,40051.0,15655.0,281.4,America/Chicago,city,,,False
La Palma,33.8504,-118.0407,CA,California,6059.0,15650.0,3395.1,America/Los_Angeles,city,,,False
Shively,38.197,-85.8136,KY,Kentucky,21111.0,15638.0,1327.9,America/Kentucky/Louisville,city,,,False
Rossville,39.3572,-76.4767,MD,Maryland,24005.0,15633.0,1147.9,America/New_York,city,,,False
Fort Leonard Wood,37.7562,-92.1274,MO,Missouri,29169.0,15629.0,247.8,America/Chicago,city,,,False
Grovetown,33.4503,-82.2073,GA,Georgia,13073.0,15608.0,1082.2,America/New_York,city,,,False
Southchase,28.3793,-81.3903,FL,Florida,12095.0,15592.0,906.7,America/New_York,city,,,False
Mastic,40.8096,-72.8479,NY,New York,36103.0,15576.0,1507.0,America/New_York,city,,,False
Seven Oaks,34.0475,-81.1435,SC,South Carolina,45063.0,15561.0,844.8,America/New_York,city,,,False
Cherryland,37.6792,-122.1038,CA,California,6001.0,15552.0,5168.9,America/Los_Angeles,city,,,True
Azalea Park,28.5473,-81.2956,FL,Florida,12095.0,15549.0,1960.7,America/New_York,city,,,False
Greenwood Village,39.6153,-104.9131,CO,Colorado,8005.0,15548.0,705.2,America/Denver,city,,,False
Hugo,45.1671,-92.9588,MN,Minnesota,27163.0,15541.0,173.2,America/Chicago,city,,,True
Niceville,30.529,-86.4748,FL,Florida,12091.0,15532.0,418.4,America/Chicago,city,,,False
Wilmington Island,32.0033,-80.9752,GA,Georgia,13051.0,15521.0,725.9,America/New_York,city,,,False
Rio Grande City,26.3808,-98.8215,TX,Texas,48427.0,15494.0,490.2,America/Chicago,city,,,False
Princeton Meadows,40.3347,-74.5651,NJ,New Jersey,34023.0,15491.0,2159.5,America/New_York,city,,,True
Scottsboro,34.6438,-86.0491,AL,Alabama,1071.0,15446.0,110.2,America/Chicago,city,,,False
Chubbuck,42.9263,-112.4623,ID,Idaho,16005.0,15445.0,952.3,America/Boise,city,,,False
Grain Valley,39.0171,-94.2084,MO,Missouri,29095.0,15435.0,893.5,America/Chicago,city,,,False
Glenn Dale,38.9833,-76.804,MD,Maryland,24033.0,15426.0,740.5,America/New_York,city,,,False
Lynden,48.9502,-122.4545,WA,Washington,53073.0,15410.0,1044.4,America/Los_Angeles,city,,,False
Carthage,37.1503,-94.3225,MO,Missouri,29097.0,15395.0,476.8,America/Chicago,city,,,False
Uvalde,29.2152,-99.7782,TX,Texas,48463.0,15374.0,812.2,America/Chicago,city,,,False
Three Lakes,25.6415,-80.4,FL,Florida,12086.0,15367.0,1840.2,America/New_York,city,,,False
Greeneville,36.168,-82.8197,TN,Tennessee,47059.0,15361.0,339.3,America/New_York,city,,,False
Mastic Beach,40.7664,-72.8369,NY,New York,36103.0,15333.0,1230.4,America/New_York,city,,,False
Yankton,42.8901,-97.3927,SD,South Dakota,46135.0,15332.0,657.4,America/Chicago,city,,,False
Eden,36.5027,-79.7412,NC,North Carolina,37157.0,15317.0,407.0,America/New_York,city,,,False
Hayden,47.768,-116.804,ID,Idaho,16055.0,15316.0,557.1,America/Los_Angeles,city,,,False
Port Orchard,47.5163,-122.661,WA,Washington,53035.0,15315.0,572.6,America/Los_Angeles,city,,,True
Hartselle,34.4391,-86.9396,AL,Alabama,1103.0,15308.0,334.6,America/Chicago,city,,,True
Tenafly,40.9176,-73.9532,NJ,New Jersey,34003.0,15307.0,1224.9,America/New_York,city,,,False
Asbury Park,40.2226,-74.0119,NJ,New Jersey,34025.0,15305.0,4197.7,America/New_York,city,,,False
Roanoke Rapids,36.4452,-77.649,NC,North Carolina,37083.0,15294.0,567.2,America/New_York,city,,,False
Norridge,41.9637,-87.8231,IL,Illinois,17031.0,15294.0,3089.5,America/Chicago,city,,,False
Harper Woods,42.439,-82.9293,MI,Michigan,26163.0,15287.0,2030.6,America/Detroit,city,,,False
Traverse City,44.7546,-85.6038,MI,Michigan,26055.0,15263.0,724.3,America/Detroit,city,,,False
Northview,43.0427,-85.6016,MI,Michigan,26081.0,15251.0,570.3,America/Detroit,city,,,False
Dentsville,34.0754,-80.9547,SC,South Carolina,45079.0,15245.0,896.5,America/New_York,city,,,True
Laurinburg,34.7602,-79.4773,NC,North Carolina,37165.0,15242.0,465.2,America/New_York,city,,,False
Thibodaux,29.7949,-90.8146,LA,Louisiana,22057.0,15242.0,828.0,America/Chicago,city,,,False
Bradley,41.1641,-87.8452,IL,Illinois,17091.0,15236.0,852.0,America/Chicago,city,,,False
Hazel Park,42.4619,-83.0977,MI,Michigan,26125.0,15213.0,2254.1,America/Detroit,city,,,False
Gloversville,43.0491,-74.3465,NY,New York,36035.0,15211.0,1130.2,America/New_York,city,,,False
Beech Grove,39.7157,-86.0871,IN,Indiana,18097.0,15202.0,1308.7,America/Indiana/Indianapolis,city,,,False
Depew,42.9118,-78.7043,NY,New York,36029.0,15188.0,1146.1,America/New_York,city,,,False
Spring Creek,40.745,-115.5983,NV,Nevada,32007.0,15176.0,104.4,America/Los_Angeles,city,,,True
Eloy,32.747,-111.5992,AZ,Arizona,4021.0,15171.0,62.2,America/Phoenix,city,,,False
Pacific Grove,36.6188,-121.9259,CA,California,6053.0,15169.0,2084.5,America/Los_Angeles,city,,,False
Youngsville,30.0963,-91.9968,LA,Louisiana,22055.0,15167.0,437.8,America/Chicago,city,,,True
Elk Plain,47.0425,-122.3663,WA,Washington,53053.0,15157.0,700.0,America/Los_Angeles,city,,,True
Southern Pines,35.1927,-79.4039,NC,North Carolina,37125.0,15156.0,320.5,America/New_York,city,,,True
Vandalia,39.8791,-84.193,OH,Ohio,39113.0,15155.0,469.7,America/New_York,city,,,False
Piney Green,34.7498,-77.3208,NC,North Carolina,37133.0,15149.0,405.5,America/New_York,city,,,False
Phillipsburg,40.6894,-75.1821,NJ,New Jersey,34041.0,15146.0,1730.8,America/New_York,city,,,False
Tonawanda,43.0105,-78.8805,NY,New York,36029.0,15132.0,1501.5,America/New_York,city,,,True
Camp Pendleton South,33.2329,-117.393,CA,California,6073.0,15131.0,923.7,America/Los_Angeles,city,,,False
North New Hyde Park,40.746,-73.6876,NY,New York,36059.0,15125.0,2899.3,America/New_York,city,,,False
Clarksdale,34.1933,-90.5693,MS,Mississippi,28027.0,15124.0,315.2,America/Chicago,city,,,False
Greenlawn,40.8632,-73.3646,NY,New York,36103.0,15115.0,1473.3,America/New_York,city,,,False
Bemidji,47.4828,-94.8797,MN,Minnesota,27007.0,15114.0,338.4,America/Chicago,city,,,False
Longwood,28.7014,-81.3487,FL,Florida,12117.0,15085.0,1088.2,America/New_York,city,,,False
West Park,25.984,-80.1923,FL,Florida,12011.0,15074.0,2643.9,America/New_York,city,,,True
Hereford,34.8225,-102.4001,TX,Texas,48117.0,15043.0,897.0,America/Chicago,city,,,False
Front Royal,38.926,-78.1838,VA,Virginia,51187.0,15039.0,571.8,America/New_York,city,,,False
Swansea,38.5507,-89.9858,IL,Illinois,17163.0,15037.0,840.5,America/Chicago,city,,,True
South Farmingdale,40.7175,-73.4473,NY,New York,36059.0,15009.0,2600.0,America/New_York,city,,,False
West University Place,29.7157,-95.4321,TX,Texas,48201.0,14975.0,3003.4,America/Chicago,city,,,False
Williamstown,39.6874,-74.9786,NJ,New Jersey,34015.0,14947.0,736.8,America/New_York,city,,,True
Tanque Verde,32.2687,-110.7437,AZ,Arizona,4019.0,14946.0,184.7,America/Phoenix,city,,,False
Mineral Wells,32.8169,-98.0776,TX,Texas,48363.0,14925.0,286.4,America/Chicago,city,,,True
California City,35.1578,-117.8721,CA,California,6029.0,14914.0,26.5,America/Los_Angeles,city,,,False
Metuchen,40.5424,-74.3628,NJ,New Jersey,34023.0,14883.0,1936.2,America/New_York,city,,,False
Boulder City,35.8407,-114.9257,NV,Nevada,32003.0,14868.0,29.8,America/Los_Angeles,city,,,False
Great Bend,38.3593,-98.8015,KS,Kansas,20009.0,14864.0,559.9,America/Chicago,city,,,False
Grimes,41.6779,-93.7947,IA,Iowa,19153.0,14842.0,448.5,America/Chicago,city,,,False
Broadlands,39.0168,-77.5167,VA,Virginia,51107.0,14835.0,1689.3,America/New_York,city,,,False
Highland Springs,37.5516,-77.3285,VA,Virginia,51087.0,14823.0,726.3,America/New_York,city,,,False
Sierra Vista Southeast,31.4525,-110.216,AZ,Arizona,4003.0,14822.0,56.2,America/Phoenix,city,,,False
Whitefish Bay,43.1131,-87.9003,WI,Wisconsin,55079.0,14818.0,2535.3,America/Chicago,city,,,True
Oldsmar,28.0506,-82.6698,FL,Florida,12103.0,14800.0,639.8,America/New_York,city,,,False
Bradley Gardens,40.5711,-74.6678,NJ,New Jersey,34035.0,14798.0,1265.0,America/New_York,city,,,False
Gantt,34.7837,-82.4027,SC,South Carolina,45045.0,14790.0,574.3,America/New_York,city,,,False
Glen Allen,37.666,-77.4838,VA,Virginia,51087.0,14783.0,651.3,America/New_York,city,,,False
Alexander City,32.9229,-85.9358,AL,Alabama,1123.0,14765.0,128.2,America/Chicago,city,,,False
Greendale,42.9371,-88.0018,WI,Wisconsin,55079.0,14735.0,982.3,America/Chicago,city,,,False
Lake Stickney,47.8733,-122.2582,WA,Washington,53061.0,14733.0,2777.3,America/Los_Angeles,city,,,False
Deming,32.2631,-107.7525,NM,New Mexico,35029.0,14730.0,325.3,America/Denver,city,,,False
Fort Payne,34.4559,-85.6965,AL,Alabama,1049.0,14730.0,96.3,America/Chicago,city,,,False
Vail,32.0217,-110.6937,AZ,Arizona,4019.0,14715.0,240.1,America/Phoenix,city,,,False
Gulf Shores,30.2764,-87.7017,AL,Alabama,1003.0,14712.0,170.8,America/Chicago,city,,,False
Ladson,33.0093,-80.1078,SC,South Carolina,45015.0,14711.0,837.8,America/New_York,city,,,False
Owosso,42.9955,-84.176,MI,Michigan,26155.0,14708.0,1065.0,America/Detroit,city,,,False
Fraser,42.5388,-82.9496,MI,Michigan,26099.0,14703.0,1352.2,America/Detroit,city,,,False
Hammonton,39.6572,-74.7678,NJ,New Jersey,34001.0,14695.0,133.1,America/New_York,city,,,False
Salida,37.7083,-121.0842,CA,California,6099.0,14690.0,2659.6,America/Los_Angeles,city,,,False
Waunakee,43.1829,-89.4447,WI,Wisconsin,55025.0,14679.0,748.7,America/Chicago,city,,,False
Fruitville,27.3328,-82.4616,FL,Florida,12115.0,14673.0,802.1,America/New_York,city,,,False
Canyon,34.9911,-101.919,TX,Texas,48381.0,14669.0,766.5,America/Chicago,city,,,False
Parlier,36.6087,-119.5434,CA,California,6019.0,14666.0,2507.9,America/Los_Angeles,city,,,False
Palmview,26.2318,-98.3823,TX,Texas,48215.0,14654.0,886.9,America/Chicago,city,,,False
Davidson,35.484,-80.8247,NC,North Carolina,37119.0,14644.0,787.5,America/New_York,city,,,False
Salem Lakes,42.5366,-88.1306,WI,Wisconsin,55059.0,14630.0,187.4,America/Chicago,city,,,False
Havre de Grace,39.548,-76.1146,MD,Maryland,24025.0,14625.0,905.3,America/New_York,city,,,False
Moultrie,31.1591,-83.7708,GA,Georgia,13071.0,14621.0,326.2,America/New_York,city,,,False
Hershey,40.2806,-76.6458,PA,Pennsylvania,42043.0,14619.0,403.5,America/New_York,city,,,True
Morris,41.3749,-88.4304,IL,Illinois,17063.0,14601.0,493.4,America/Chicago,city,,,True
Anderson Creek,35.2657,-78.958,NC,North Carolina,37085.0,14597.0,295.0,America/New_York,city,,,False
Rendon,32.5789,-97.2349,TX,Texas,48439.0,14597.0,208.4,America/Chicago,city,,,True
Weigelstown,39.9852,-76.8306,PA,Pennsylvania,42133.0,14593.0,878.2,America/New_York,city,,,True
Chippewa Falls,44.9358,-91.3902,WI,Wisconsin,55017.0,14581.0,484.4,America/Chicago,city,,,False
Eggertsville,42.9665,-78.8065,NY,New York,36029.0,14577.0,1998.5,America/New_York,city,,,False
East Milton,30.6175,-86.9636,FL,Florida,12113.0,14566.0,193.5,America/Chicago,city,,,False
West Freehold,40.2324,-74.2943,NJ,New Jersey,34025.0,14565.0,921.8,America/New_York,city,,,False
Dumas,35.8613,-101.9642,TX,Texas,48341.0,14565.0,981.2,America/Chicago,city,,,True
Red Bluff,40.1735,-122.2413,CA,California,6103.0,14557.0,719.6,America/Los_Angeles,city,,,False
Key Biscayne,25.6908,-80.1653,FL,Florida,12086.0,14530.0,3983.1,America/New_York,city,,,False
Jericho,40.7875,-73.5416,NY,New York,36059.0,14526.0,1357.3,America/New_York,city,,,False
Robbinsdale,45.0261,-93.3332,MN,Minnesota,27053.0,14522.0,1988.3,America/Chicago,city,,,False
Middlesex,40.5744,-74.5011,NJ,New Jersey,34023.0,14513.0,1506.0,America/New_York,city,,,False
Scottsbluff,41.8684,-103.6616,NE,Nebraska,31157.0,14511.0,853.2,America/Denver,city,,,False
Kemp Mill,39.0412,-77.0215,MD,Maryland,24031.0,14509.0,2279.0,America/New_York,city,,,False
Short Hills,40.7389,-74.3278,NJ,New Jersey,34013.0,14500.0,1006.3,America/New_York,city,,,False
Belvedere Park,33.7489,-84.2599,GA,Georgia,13089.0,14497.0,1184.7,America/New_York,city,,,False
Artondale,47.3021,-122.6406,WA,Washington,53053.0,14495.0,404.8,America/Los_Angeles,city,,,False
Falls Church,38.8847,-77.1751,VA,Virginia,51610.0,14494.0,2699.7,America/New_York,city,,,False
Wilkinsburg,40.4442,-79.8733,PA,Pennsylvania,42003.0,14492.0,2633.6,America/New_York,city,,,False
Hickory Hills,41.7248,-87.828,IL,Illinois,17031.0,14483.0,1934.7,America/Chicago,city,,,False
Bensville,38.6176,-77.0077,MD,Maryland,24017.0,14483.0,312.0,America/New_York,city,,,True
Lemon Hill,38.5172,-121.4573,CA,California,6067.0,14471.0,3556.0,America/Los_Angeles,city,,,True
Colesville,39.073,-77.001,MD,Maryland,24031.0,14468.0,1086.8,America/New_York,city,,,True
Reidsville,36.3376,-79.6725,NC,North Carolina,37157.0,14463.0,363.6,America/New_York,city,,,True
East Rancho Dominguez,33.8949,-118.1956,CA,California,6037.0,14462.0,7170.2,America/Los_Angeles,city,,,False
Clarkston,33.8117,-84.2403,GA,Georgia,13089.0,14455.0,2667.9,America/New_York,city,,,False
Washington Court House,39.5381,-83.4281,OH,Ohio,39047.0,14440.0,612.4,America/New_York,city,,,False
Natchez,31.5437,-91.3867,MS,Mississippi,28001.0,14435.0,362.6,America/Chicago,city,,,False
Palmer Ranch,27.2286,-82.4672,FL,Florida,12115.0,14430.0,710.4,America/New_York,city,,,False
Lilburn,33.8897,-84.1364,GA,Georgia,13135.0,14424.0,724.4,America/New_York,city,,,False
Sunset,25.706,-80.353,FL,Florida,12086.0,14415.0,1635.5,America/New_York,city,,,False
Chicago Ridge,41.7034,-87.7795,IL,Illinois,17031.0,14413.0,2388.2,America/Chicago,city,,,False
Groveton,38.7605,-77.098,VA,Virginia,51059.0,14402.0,1302.6,America/New_York,city,,,True
Hopatcong,40.9541,-74.6593,NJ,New Jersey,34037.0,14395.0,504.5,America/New_York,city,,,False
Moorestown-Lenola,39.9659,-74.9643,NJ,New Jersey,34005.0,14394.0,762.7,America/New_York,city,,,False
Lake Arbor,38.9105,-76.8304,MD,Maryland,24033.0,14376.0,1325.7,America/New_York,city,,,False
Black Forest,39.0608,-104.6752,CO,Colorado,8041.0,14375.0,50.3,America/Denver,city,,,True
